###################################################
# Classe 18 : K = 4, M = 2, T = 12, N = 20
# Exemplo: 1.   Nome do arquivo: c18ex01.dat          Semente: 1500

global Q1 = 1e5
global Q2 = 1e5
#-----------------------Parâmetros----------------------
global K = 4 # Gramaturas
global M = 2 # Bobinas mestres (máquinas)
global T = 12 # Períodos
global N = 20 # Itens

global L = [540, 460] # Larguras das bobinas mestres

global l = [54, 55, 65, 70, 70, 80, 82, 83, 84, 87, 97, 103, 105, 119, 124, 128, 138, 138, 147, 148] # Larguras dos itens

global rho = [2.0, 2.0, 2.0, 2.0] # Peso específico da bobina mestre

global b = [1080.0 920.0; 1080.0 920.0; 1080.0 920.0; 1080.0 920.0] # Peso total da bobina mestre
#-----------------------Custos----------------------

# Custo de produção da bobina mestre
global c_x = [
1 1 1 20.735;
1 1 2 20.735;
1 1 3 20.735;
1 1 4 20.735;
1 1 5 20.735;
1 1 6 20.735;
1 1 7 20.735;
1 1 8 20.735;
1 1 9 20.735;
1 1 10 20.735;
1 1 11 20.735;
1 1 12 20.735;
1 2 1 14.536;
1 2 2 14.536;
1 2 3 14.536;
1 2 4 14.536;
1 2 5 14.536;
1 2 6 14.536;
1 2 7 14.536;
1 2 8 14.536;
1 2 9 14.536;
1 2 10 14.536;
1 2 11 14.536;
1 2 12 14.536;
2 1 1 21.492;
2 1 2 21.492;
2 1 3 21.492;
2 1 4 21.492;
2 1 5 21.492;
2 1 6 21.492;
2 1 7 21.492;
2 1 8 21.492;
2 1 9 21.492;
2 1 10 21.492;
2 1 11 21.492;
2 1 12 21.492;
2 2 1 19.136;
2 2 2 19.136;
2 2 3 19.136;
2 2 4 19.136;
2 2 5 19.136;
2 2 6 19.136;
2 2 7 19.136;
2 2 8 19.136;
2 2 9 19.136;
2 2 10 19.136;
2 2 11 19.136;
2 2 12 19.136;
3 1 1 22.14;
3 1 2 22.14;
3 1 3 22.14;
3 1 4 22.14;
3 1 5 22.14;
3 1 6 22.14;
3 1 7 22.14;
3 1 8 22.14;
3 1 9 22.14;
3 1 10 22.14;
3 1 11 22.14;
3 1 12 22.14;
3 2 1 22.816;
3 2 2 22.816;
3 2 3 22.816;
3 2 4 22.816;
3 2 5 22.816;
3 2 6 22.816;
3 2 7 22.816;
3 2 8 22.816;
3 2 9 22.816;
3 2 10 22.816;
