###################################################
# Classe 10 : K = 4, M = 2, T = 8, N = 5
# Exemplo: 3.   Nome do arquivo: c10ex03.dat          Semente: 2109

global Q1 = 1e5
global Q2 = 1e5
#-----------------------Parâmetros----------------------
global K = 4 # Gramaturas
global M = 2 # Bobinas mestres (máquinas)
global T = 8 # Períodos
global N = 5 # Itens

global L = [540, 460] # Larguras das bobinas mestres

global l = [63, 83, 121, 132, 136] # Larguras dos itens

global rho = [2.0, 2.0, 2.0, 2.0] # Peso específico da bobina mestre

global b = [1080.0 920.0; 1080.0 920.0; 1080.0 920.0; 1080.0 920.0] # Peso total da bobina mestre
#-----------------------Custos----------------------

# Custo de produção da bobina mestre
global c_x = [
1 1 1 16.632;
1 1 2 16.632;
1 1 3 16.632;
1 1 4 16.632;
1 1 5 16.632;
1 1 6 16.632;
1 1 7 16.632;
1 1 8 16.632;
1 2 1 14.168;
1 2 2 14.168;
1 2 3 14.168;
1 2 4 14.168;
1 2 5 14.168;
1 2 6 14.168;
1 2 7 14.168;
1 2 8 14.168;
2 1 1 26.028;
2 1 2 26.028;
2 1 3 26.028;
2 1 4 26.028;
2 1 5 26.028;
2 1 6 26.028;
2 1 7 26.028;
2 1 8 26.028;
2 2 1 17.02;
2 2 2 17.02;
2 2 3 17.02;
2 2 4 17.02;
2 2 5 17.02;
2 2 6 17.02;
2 2 7 17.02;
2 2 8 17.02;
3 1 1 18.144;
3 1 2 18.144;
3 1 3 18.144;
3 1 4 18.144;
3 1 5 18.144;
3 1 6 18.144;
3 1 7 18.144;
3 1 8 18.144;
3 2 1 16.56;
3 2 2 16.56;
3 2 3 16.56;
3 2 4 16.56;
3 2 5 16.56;
3 2 6 16.56;
3 2 7 16.56;
3 2 8 16.56;
4 1 1 16.2;
4 1 2 16.2;
4 1 3 16.2;
4 1 4 16.2;
4 1 5 16.2;
4 1 6 16.2;
4 1 7 16.2;
4 1 8 16.2;
4 2 1 22.724;
4 2 2 22.724;
4 2 3 22.724;
4 2 4 22.724;
4 2 5 22.724;
4 2 6 22.724;
4 2 7 22.724;
4 2 8 22.724;
]

# cw: custo de estocar uma bobina mestre
global c_w = [
1 1 1 0.009;
1 1 2 0.009;
1 1 3 0.009;
1 1 4 0.009;
1 1 5 0.009;
1 1 6 0.009;
1 1 7 0.009;
