###################################################
# Classe 21 : K = 6, M = 2, T = 8, N = 20
# Exemplo: 1.   Nome do arquivo: c21ex01.dat          Semente: 1534

global Q1 = 1e5
global Q2 = 1e5
#-----------------------Parâmetros----------------------
global K = 6 # Gramaturas
global M = 2 # Bobinas mestres (máquinas)
global T = 8 # Períodos
global N = 20 # Itens

global L = [540, 460] # Larguras das bobinas mestres

global l = [62, 63, 67, 69, 78, 79, 91, 96, 98, 99, 102, 106, 108, 112, 124, 136, 140, 141, 144, 150] # Larguras dos itens

global rho = [2.0, 2.0, 2.0, 2.0, 2.0, 2.0] # Peso específico da bobina mestre

global b = [1080.0 920.0; 1080.0 920.0; 1080.0 920.0; 1080.0 920.0; 1080.0 920.0; 1080.0 920.0] # Peso total da bobina mestre
#-----------------------Custos----------------------

# Custo de produção da bobina mestre
global c_x = [
1 1 1 22.355;
1 1 2 22.355;
1 1 3 22.355;
1 1 4 22.355;
1 1 5 22.355;
1 1 6 22.355;
1 1 7 22.355;
1 1 8 22.355;
1 2 1 21.896;
1 2 2 21.896;
1 2 3 21.896;
1 2 4 21.896;
1 2 5 21.896;
1 2 6 21.896;
1 2 7 21.896;
1 2 8 21.896;
2 1 1 22.572;
2 1 2 22.572;
2 1 3 22.572;
2 1 4 22.572;
2 1 5 22.572;
2 1 6 22.572;
2 1 7 22.572;
2 1 8 22.572;
2 2 1 18.584;
2 2 2 18.584;
2 2 3 18.584;
2 2 4 18.584;
2 2 5 18.584;
2 2 6 18.584;
2 2 7 18.584;
2 2 8 18.584;
3 1 1 22.14;
3 1 2 22.14;
3 1 3 22.14;
3 1 4 22.14;
3 1 5 22.14;
3 1 6 22.14;
3 1 7 22.14;
3 1 8 22.14;
3 2 1 19.412;
3 2 2 19.412;
3 2 3 19.412;
3 2 4 19.412;
3 2 5 19.412;
3 2 6 19.412;
3 2 7 19.412;
3 2 8 19.412;
4 1 1 23.003;
4 1 2 23.003;
4 1 3 23.003;
4 1 4 23.003;
4 1 5 23.003;
4 1 6 23.003;
4 1 7 23.003;
4 1 8 23.003;
4 2 1 21.804;
4 2 2 21.804;
4 2 3 21.804;
4 2 4 21.804;
4 2 5 21.804;
4 2 6 21.804;
4 2 7 21.804;
4 2 8 21.804;
5 1 1 19.764;
5 1 2 19.764;
5 1 3 19.764;
