###################################################
# Classe 19 : K = 6, M = 2, T = 8, N = 5
# Exemplo: 4.   Nome do arquivo: c19ex04.dat          Semente: 9192

global Q1 = 1e5
global Q2 = 1e5
#-----------------------Parâmetros----------------------
global K = 6 # Gramaturas
global M = 2 # Bobinas mestres (máquinas)
global T = 8 # Períodos
global N = 5 # Itens

global L = [540, 460] # Larguras das bobinas mestres

global l = [54, 64, 88, 110, 141] # Larguras dos itens

global rho = [2.0, 2.0, 2.0, 2.0, 2.0, 2.0] # Peso específico da bobina mestre

global b = [1080.0 920.0; 1080.0 920.0; 1080.0 920.0; 1080.0 920.0; 1080.0 920.0; 1080.0 920.0] # Peso total da bobina mestre
#-----------------------Custos----------------------

# Custo de produção da bobina mestre
global c_x = [
1 1 1 25.488;
1 1 2 25.488;
1 1 3 25.488;
1 1 4 25.488;
1 1 5 25.488;
1 1 6 25.488;
1 1 7 25.488;
1 1 8 25.488;
1 2 1 16.1;
1 2 2 16.1;
1 2 3 16.1;
1 2 4 16.1;
1 2 5 16.1;
1 2 6 16.1;
1 2 7 16.1;
1 2 8 16.1;
2 1 1 18.576;
2 1 2 18.576;
2 1 3 18.576;
2 1 4 18.576;
2 1 5 18.576;
2 1 6 18.576;
2 1 7 18.576;
2 1 8 18.576;
2 2 1 19.872;
2 2 2 19.872;
2 2 3 19.872;
2 2 4 19.872;
2 2 5 19.872;
2 2 6 19.872;
2 2 7 19.872;
2 2 8 19.872;
3 1 1 20.735;
3 1 2 20.735;
3 1 3 20.735;
3 1 4 20.735;
3 1 5 20.735;
3 1 6 20.735;
3 1 7 20.735;
3 1 8 20.735;
3 2 1 22.54;
3 2 2 22.54;
3 2 3 22.54;
3 2 4 22.54;
3 2 5 22.54;
3 2 6 22.54;
3 2 7 22.54;
3 2 8 22.54;
4 1 1 20.196;
4 1 2 20.196;
4 1 3 20.196;
4 1 4 20.196;
4 1 5 20.196;
4 1 6 20.196;
4 1 7 20.196;
4 1 8 20.196;
4 2 1 18.216;
4 2 2 18.216;
4 2 3 18.216;
4 2 4 18.216;
4 2 5 18.216;
4 2 6 18.216;
4 2 7 18.216;
4 2 8 18.216;
5 1 1 23.436;
5 1 2 23.436;
5 1 3 23.436;
5 1 4 23.436;
5 1 5 23.436;
5 1 6 23.436;
5 1 7 23.436;
