###################################################
# Classe 7 : K = 2, M = 2, T = 12, N = 5
# Exemplo: 6.   c7ex06.dat          Semente: 1500
#-----------------------Dados----------------------
global K = 2
global M = 2
global T = 12
global N = 5

global L = [540, 460]

global l = [55, 81, 104, 118, 146]

global Q1 = 1e5
global Q2 = 1e5

global rho = [2.0, 2.0]

global b = [1080.0 920.0; 1080.0 920.0]

global f = [24.84 21.16; 24.84 21.16]

global c_km = [50.76 43.24; 38.88 39.56]

global p_km = [5.99 5.102; 4.588 4.668]

global c_x = [
1 1 1 18.36;
1 1 2 18.36;
1 1 3 18.36;
1 1 4 18.36;
1 1 5 18.36;
1 1 6 18.36;
1 1 7 18.36;
1 1 8 18.36;
1 1 9 18.36;
1 1 10 18.36;
1 1 11 18.36;
1 1 12 18.36;
1 2 1 20.608;
1 2 2 20.608;
1 2 3 20.608;
1 2 4 20.608;
1 2 5 20.608;
1 2 6 20.608;
1 2 7 20.608;
1 2 8 20.608;
1 2 9 20.608;
1 2 10 20.608;
1 2 11 20.608;
1 2 12 20.608;
2 1 1 17.82;
2 1 2 17.82;
2 1 3 17.82;
2 1 4 17.82;
2 1 5 17.82;
2 1 6 17.82;
2 1 7 17.82;
2 1 8 17.82;
2 1 9 17.82;
2 1 10 17.82;
2 1 11 17.82;
2 1 12 17.82;
2 2 1 15.64;
2 2 2 15.64;
2 2 3 15.64;
2 2 4 15.64;
2 2 5 15.64;
2 2 6 15.64;
2 2 7 15.64;
2 2 8 15.64;
2 2 9 15.64;
2 2 10 15.64;
2 2 11 15.64;
2 2 12 15.64;
]

global c_z = [
1 1 1 0.551;
1 1 2 0.551;
1 1 3 0.551;
1 1 4 0.551;
1 1 5 0.551;
1 1 6 0.551;
1 1 7 0.551;
1 1 8 0.551;
1 1 9 0.551;
1 1 10 0.551;
1 1 11 0.551;
1 1 12 0.551;
1 2 1 0.762;
1 2 2 0.762;
1 2 3 0.762;
1 2 4 0.762;
1 2 5 0.762;
1 2 6 0.762;
1 2 7 0.762;
1 2 8 0.762;
1 2 9 0.762;
1 2 10 0.762;
1 2 11 0.762;
1 2 12 0.762;
2 1 1 0.695;
2 1 2 0.695;
2 1 3 0.695;
2 1 4 0.695;
2 1 5 0.695;
