###################################################
# Classe 11 : K = 4, M = 2, T = 8, N = 10
# Exemplo: 9.   Nome do arquivo: c11ex09.dat          Semente: 4999

global Q1 = 1e5
global Q2 = 1e5
#-----------------------Parâmetros----------------------
global K = 4 # Gramaturas
global M = 2 # Bobinas mestres (máquinas)
global T = 8 # Períodos
global N = 10 # Itens

global L = [540, 460] # Larguras das bobinas mestres

global l = [59, 68, 73, 82, 86, 96, 96, 115, 136, 142] # Larguras dos itens

global rho = [2.0, 2.0, 2.0, 2.0] # Peso específico da bobina mestre

global b = [1080.0 920.0; 1080.0 920.0; 1080.0 920.0; 1080.0 920.0] # Peso total da bobina mestre
#-----------------------Custos----------------------

# Custo de produção da bobina mestre
global c_x = [
1 1 1 22.355;
1 1 2 22.355;
1 1 3 22.355;
1 1 4 22.355;
1 1 5 22.355;
1 1 6 22.355;
1 1 7 22.355;
1 1 8 22.355;
1 2 1 19.688;
1 2 2 19.688;
1 2 3 19.688;
1 2 4 19.688;
1 2 5 19.688;
1 2 6 19.688;
1 2 7 19.688;
1 2 8 19.688;
2 1 1 18.36;
2 1 2 18.36;
2 1 3 18.36;
2 1 4 18.36;
2 1 5 18.36;
2 1 6 18.36;
2 1 7 18.36;
2 1 8 18.36;
2 2 1 18.124;
2 2 2 18.124;
2 2 3 18.124;
2 2 4 18.124;
2 2 5 18.124;
2 2 6 18.124;
2 2 7 18.124;
2 2 8 18.124;
3 1 1 25.92;
3 1 2 25.92;
3 1 3 25.92;
3 1 4 25.92;
3 1 5 25.92;
3 1 6 25.92;
3 1 7 25.92;
3 1 8 25.92;
3 2 1 16.376;
3 2 2 16.376;
3 2 3 16.376;
3 2 4 16.376;
3 2 5 16.376;
3 2 6 16.376;
3 2 7 16.376;
3 2 8 16.376;
4 1 1 22.788;
4 1 2 22.788;
4 1 3 22.788;
4 1 4 22.788;
4 1 5 22.788;
4 1 6 22.788;
4 1 7 22.788;
4 1 8 22.788;
4 2 1 20.608;
4 2 2 20.608;
4 2 3 20.608;
4 2 4 20.608;
4 2 5 20.608;
4 2 6 20.608;
4 2 7 20.608;
4 2 8 20.608;
]

# cw: custo de estocar uma bobina mestre
global c_w = [
1 1 1 0.013;
1 1 2 0.013;
1 1 3 0.013;
1 1 4 0.013;
1 1 5 0.013;
1 1 6 0.013;
