###################################################
# Classe 7 : K = 2, M = 2, T = 12, N = 5
# Exemplo: 9.   c7ex09.dat          Semente: 7000
#-----------------------Dados----------------------
global K = 2
global M = 2
global T = 12
global N = 5

global L = [540, 460]

global l = [63, 69, 73, 89, 132]

global Q1 = 1e5
global Q2 = 1e5

global rho = [2.0, 2.0]

global b = [1080.0 920.0; 1080.0 920.0]

global f = [52.92 45.08; 52.92 45.08]

global c_km = [25.92 42.32; 46.44 32.2]

global p_km = [3.655 5.967; 6.548 4.54]

global c_x = [
1 1 1 18.9;
1 1 2 18.9;
1 1 3 18.9;
1 1 4 18.9;
1 1 5 18.9;
1 1 6 18.9;
1 1 7 18.9;
1 1 8 18.9;
1 1 9 18.9;
1 1 10 18.9;
1 1 11 18.9;
1 1 12 18.9;
1 2 1 17.572;
1 2 2 17.572;
1 2 3 17.572;
1 2 4 17.572;
1 2 5 17.572;
1 2 6 17.572;
1 2 7 17.572;
1 2 8 17.572;
1 2 9 17.572;
1 2 10 17.572;
1 2 11 17.572;
1 2 12 17.572;
2 1 1 22.248;
2 1 2 22.248;
2 1 3 22.248;
2 1 4 22.248;
2 1 5 22.248;
2 1 6 22.248;
2 1 7 22.248;
2 1 8 22.248;
2 1 9 22.248;
2 1 10 22.248;
2 1 11 22.248;
2 1 12 22.248;
2 2 1 21.804;
2 2 2 21.804;
2 2 3 21.804;
2 2 4 21.804;
2 2 5 21.804;
2 2 6 21.804;
2 2 7 21.804;
2 2 8 21.804;
2 2 9 21.804;
2 2 10 21.804;
2 2 11 21.804;
2 2 12 21.804;
]

global c_z = [
1 1 1 0.775;
1 1 2 0.775;
1 1 3 0.775;
1 1 4 0.775;
1 1 5 0.775;
1 1 6 0.775;
1 1 7 0.775;
1 1 8 0.775;
1 1 9 0.775;
1 1 10 0.775;
1 1 11 0.775;
1 1 12 0.775;
1 2 1 0.527;
1 2 2 0.527;
1 2 3 0.527;
1 2 4 0.527;
1 2 5 0.527;
1 2 6 0.527;
1 2 7 0.527;
1 2 8 0.527;
1 2 9 0.527;
1 2 10 0.527;
1 2 11 0.527;
1 2 12 0.527;
2 1 1 0.69;
2 1 2 0.69;
2 1 3 0.69;
2 1 4 0.69;
2 1 5 0.69;
2 1 6 0.69;
2 1 7 0.69;
2 1 8 0.69;
2 1 9 0.69;
2 1 10 0.69;
2 1 11 0.69;
2 1 12 0.69;
2 2 1 1.025;
2 2 2 1.025;
2 2 3 1.025;
2 2 4 1.025;
2 2 5 1.025;
2 2 6 1.025;
2 2 7 1.025;
2 2 8 1.025;
2 2 9 1.025;
2 2 10 1.025;
2 2 11 1.025;
2 2 12 1.025;
]

global c_y = [
1 1 1 2.268;
1 1 2 2.268;
1 1 3 2.268;
1 1 4 2.268;
1 1 5 2.268;
1 1 6 2.268;
1 1 7 2.268;
1 1 8 2.268;
1 1 9 2.268;
1 1 10 2.268;
1 1 11 2.268;
1 1 12 2.268;
1 2 1 2.284;
1 2 2 2.284;
1 2 3 2.284;
1 2 4 2.284;
1 2 5 2.284;
1 2 6 2.284;
1 2 7 2.284;
1 2 8 2.284;
1 2 9 2.284;
