###################################################
# Classe 23 : K = 6, M = 2, T = 10, N = 10
# Exemplo: 6.   Nome do arquivo: c23ex06.dat          Semente: 8386

global Q1 = 1e5
global Q2 = 1e5
#-----------------------Parâmetros----------------------
global K = 6 # Gramaturas
global M = 2 # Bobinas mestres (máquinas)
global T = 10 # Períodos
global N = 10 # Itens

global L = [540, 460] # Larguras das bobinas mestres

global l = [58, 64, 73, 78, 78, 85, 94, 107, 142, 149] # Larguras dos itens

global rho = [2.0, 2.0, 2.0, 2.0, 2.0, 2.0] # Peso específico da bobina mestre

global b = [1080.0 920.0; 1080.0 920.0; 1080.0 920.0; 1080.0 920.0; 1080.0 920.0; 1080.0 920.0] # Peso total da bobina mestre
#-----------------------Custos----------------------

# Custo de produção da bobina mestre
global c_x = [
1 1 1 17.712;
1 1 2 17.712;
1 1 3 17.712;
1 1 4 17.712;
1 1 5 17.712;
1 1 6 17.712;
1 1 7 17.712;
1 1 8 17.712;
1 1 9 17.712;
1 1 10 17.712;
1 2 1 14.443;
1 2 2 14.443;
1 2 3 14.443;
1 2 4 14.443;
1 2 5 14.443;
1 2 6 14.443;
1 2 7 14.443;
1 2 8 14.443;
1 2 9 14.443;
1 2 10 14.443;
2 1 1 26.46;
2 1 2 26.46;
2 1 3 26.46;
2 1 4 26.46;
2 1 5 26.46;
2 1 6 26.46;
2 1 7 26.46;
2 1 8 26.46;
2 1 9 26.46;
2 1 10 26.46;
2 2 1 20.424;
2 2 2 20.424;
2 2 3 20.424;
2 2 4 20.424;
2 2 5 20.424;
2 2 6 20.424;
2 2 7 20.424;
2 2 8 20.424;
2 2 9 20.424;
2 2 10 20.424;
3 1 1 21.06;
3 1 2 21.06;
3 1 3 21.06;
3 1 4 21.06;
3 1 5 21.06;
3 1 6 21.06;
3 1 7 21.06;
3 1 8 21.06;
3 1 9 21.06;
3 1 10 21.06;
3 2 1 23.0;
3 2 2 23.0;
3 2 3 23.0;
3 2 4 23.0;
3 2 5 23.0;
3 2 6 23.0;
3 2 7 23.0;
3 2 8 23.0;
3 2 9 23.0;
3 2 10 23.0;
4 1 1 18.684;
4 1 2 18.684;
4 1 3 18.684;
4 1 4 18.684;
4 1 5 18.684;
4 1 6 18.684;
4 1 7 18.684;
4 1 8 18.684;
4 1 9 18.684;
4 1 10 18.684;
