###################################################
# Classe 17 : K = 4, M = 2, T = 12, N = 10
# Exemplo: 1.   Nome do arquivo: c17ex01.dat          Semente: 1000

global Q1 = 1e5
global Q2 = 1e5
#-----------------------Parâmetros----------------------
global K = 4 # Gramaturas
global M = 2 # Bobinas mestres (máquinas)
global T = 12 # Períodos
global N = 10 # Itens

global L = [540, 460] # Larguras das bobinas mestres

global l = [70, 89, 101, 103, 105, 113, 115, 140, 143, 145] # Larguras dos itens

global rho = [2.0, 2.0, 2.0, 2.0] # Peso específico da bobina mestre

global b = [1080.0 920.0; 1080.0 920.0; 1080.0 920.0; 1080.0 920.0] # Peso total da bobina mestre
#-----------------------Custos----------------------

# Custo de produção da bobina mestre
global c_x = [
1 1 1 20.087;
1 1 2 20.087;
1 1 3 20.087;
1 1 4 20.087;
1 1 5 20.087;
1 1 6 20.087;
1 1 7 20.087;
1 1 8 20.087;
1 1 9 20.087;
1 1 10 20.087;
1 1 11 20.087;
1 1 12 20.087;
1 2 1 16.468;
1 2 2 16.468;
1 2 3 16.468;
1 2 4 16.468;
1 2 5 16.468;
1 2 6 16.468;
1 2 7 16.468;
1 2 8 16.468;
1 2 9 16.468;
1 2 10 16.468;
1 2 11 16.468;
1 2 12 16.468;
2 1 1 16.416;
2 1 2 16.416;
2 1 3 16.416;
2 1 4 16.416;
2 1 5 16.416;
2 1 6 16.416;
2 1 7 16.416;
2 1 8 16.416;
2 1 9 16.416;
2 1 10 16.416;
2 1 11 16.416;
2 1 12 16.416;
2 2 1 22.54;
2 2 2 22.54;
2 2 3 22.54;
2 2 4 22.54;
2 2 5 22.54;
2 2 6 22.54;
2 2 7 22.54;
2 2 8 22.54;
2 2 9 22.54;
2 2 10 22.54;
2 2 11 22.54;
2 2 12 22.54;
3 1 1 26.46;
3 1 2 26.46;
3 1 3 26.46;
3 1 4 26.46;
3 1 5 26.46;
3 1 6 26.46;
3 1 7 26.46;
3 1 8 26.46;
3 1 9 26.46;
3 1 10 26.46;
3 1 11 26.46;
3 1 12 26.46;
3 2 1 18.308;
3 2 2 18.308;
3 2 3 18.308;
3 2 4 18.308;
3 2 5 18.308;
3 2 6 18.308;
3 2 7 18.308;
3 2 8 18.308;
3 2 9 18.308;
3 2 10 18.308;
3 2 11 18.308;
3 2 12 18.308;
4 1 1 16.308;
