###################################################
# Classe 16 : K = 4, M = 2, T = 12, N = 5
# Exemplo: 1.   Nome do arquivo: c16ex01.dat          Semente: 3301

global Q1 = 1e5
global Q2 = 1e5
#-----------------------Parâmetros----------------------
global K = 4 # Gramaturas
global M = 2 # Bobinas mestres (máquinas)
global T = 12 # Períodos
global N = 5 # Itens

global L = [540, 460] # Larguras das bobinas mestres

global l = [52, 58, 121, 141, 149] # Larguras dos itens

global rho = [2.0, 2.0, 2.0, 2.0] # Peso específico da bobina mestre

global b = [1080.0 920.0; 1080.0 920.0; 1080.0 920.0; 1080.0 920.0] # Peso total da bobina mestre
#-----------------------Custos----------------------

# Custo de produção da bobina mestre
global c_x = [
1 1 1 25.92;
1 1 2 25.92;
1 1 3 25.92;
1 1 4 25.92;
1 1 5 25.92;
1 1 6 25.92;
1 1 7 25.92;
1 1 8 25.92;
1 1 9 25.92;
1 1 10 25.92;
1 1 11 25.92;
1 1 12 25.92;
1 2 1 14.536;
1 2 2 14.536;
1 2 3 14.536;
1 2 4 14.536;
1 2 5 14.536;
1 2 6 14.536;
1 2 7 14.536;
1 2 8 14.536;
1 2 9 14.536;
1 2 10 14.536;
1 2 11 14.536;
1 2 12 14.536;
2 1 1 20.087;
2 1 2 20.087;
2 1 3 20.087;
2 1 4 20.087;
2 1 5 20.087;
2 1 6 20.087;
2 1 7 20.087;
2 1 8 20.087;
2 1 9 20.087;
2 1 10 20.087;
2 1 11 20.087;
2 1 12 20.087;
2 2 1 21.343;
2 2 2 21.343;
2 2 3 21.343;
2 2 4 21.343;
2 2 5 21.343;
2 2 6 21.343;
2 2 7 21.343;
2 2 8 21.343;
2 2 9 21.343;
2 2 10 21.343;
2 2 11 21.343;
2 2 12 21.343;
3 1 1 19.116;
3 1 2 19.116;
3 1 3 19.116;
3 1 4 19.116;
3 1 5 19.116;
3 1 6 19.116;
3 1 7 19.116;
3 1 8 19.116;
3 1 9 19.116;
3 1 10 19.116;
3 1 11 19.116;
3 1 12 19.116;
3 2 1 17.572;
3 2 2 17.572;
3 2 3 17.572;
3 2 4 17.572;
3 2 5 17.572;
3 2 6 17.572;
3 2 7 17.572;
3 2 8 17.572;
3 2 9 17.572;
3 2 10 17.572;
3 2 11 17.572;
3 2 12 17.572;
4 1 1 27.0;
4 1 2 27.0;
