###################################################
# Classe 6 : K = 2, M = 2, T = 10, N = 20
# Exemplo: 5.   c6ex05.dat          Semente: 9879
#-----------------------Dados----------------------
global K = 2
global M = 2
global T = 10
global N = 20

global L = [540, 460]

global l = [50, 53, 54, 72, 74, 77, 78, 80, 85, 86, 96, 97, 107, 112, 117, 122, 124, 125, 131, 142]

global Q1 = 1e5
global Q2 = 1e5

global rho = [2.0, 2.0]

global b = [1080.0 920.0; 1080.0 920.0]

global f = [17.28 14.72; 17.28 14.72]

global c_km = [21.6 25.76; 24.84 35.88]

global p_km = [2.398 2.859; 2.757 3.983]

global c_x = [
1 1 1 17.28;
1 1 2 17.28;
1 1 3 17.28;
1 1 4 17.28;
1 1 5 17.28;
1 1 6 17.28;
1 1 7 17.28;
1 1 8 17.28;
1 1 9 17.28;
1 1 10 17.28;
1 2 1 20.884;
1 2 2 20.884;
1 2 3 20.884;
1 2 4 20.884;
1 2 5 20.884;
1 2 6 20.884;
1 2 7 20.884;
1 2 8 20.884;
1 2 9 20.884;
1 2 10 20.884;
2 1 1 24.084;
2 1 2 24.084;
2 1 3 24.084;
2 1 4 24.084;
2 1 5 24.084;
2 1 6 24.084;
2 1 7 24.084;
2 1 8 24.084;
2 1 9 24.084;
2 1 10 24.084;
2 2 1 18.032;
2 2 2 18.032;
2 2 3 18.032;
2 2 4 18.032;
2 2 5 18.032;
2 2 6 18.032;
2 2 7 18.032;
2 2 8 18.032;
2 2 9 18.032;
2 2 10 18.032;
]

global c_z = [
1 1 1 0.726;
1 1 2 0.726;
1 1 3 0.726;
1 1 4 0.726;
1 1 5 0.726;
1 1 6 0.726;
1 1 7 0.726;
1 1 8 0.726;
1 1 9 0.726;
1 1 10 0.726;
1 2 1 0.668;
1 2 2 0.668;
1 2 3 0.668;
1 2 4 0.668;
1 2 5 0.668;
1 2 6 0.668;
1 2 7 0.668;
1 2 8 0.668;
1 2 9 0.668;
1 2 10 0.668;
2 1 1 0.819;
2 1 2 0.819;
2 1 3 0.819;
2 1 4 0.819;
2 1 5 0.819;
2 1 6 0.819;
2 1 7 0.819;
2 1 8 0.819;
2 1 9 0.819;
2 1 10 0.819;
2 2 1 0.685;
2 2 2 0.685;
2 2 3 0.685;
2 2 4 0.685;
2 2 5 0.685;
2 2 6 0.685;
2 2 7 0.685;
2 2 8 0.685;
2 2 9 0.685;
2 2 10 0.685;
]

global c_y = [
1 1 1 2.592;
1 1 2 2.592;
1 1 3 2.592;
1 1 4 2.592;
1 1 5 2.592;
1 1 6 2.592;
1 1 7 2.592;
1 1 8 2.592;
1 1 9 2.592;
1 1 10 2.592;
1 2 1 2.297;
1 2 2 2.297;
1 2 3 2.297;
1 2 4 2.297;
1 2 5 2.297;
1 2 6 2.297;
1 2 7 2.297;
1 2 8 2.297;
1 2 9 2.297;
1 2 10 2.297;
2 1 1 2.408;
2 1 2 2.408;
2 1 3 2.408;
2 1 4 2.408;
2 1 5 2.408;
2 1 6 2.408;
2 1 7 2.408;
2 1 8 2.408;
2 1 9 2.408;
2 1 10 2.408;
2 2 1 2.344;
2 2 2 2.344;
2 2 3 2.344;
2 2 4 2.344;
2 2 5 2.344;
2 2 6 2.344;
2 2 7 2.344;
2 2 8 2.344;
2 2 9 2.344;
2 2 10 2.344;
]

global c_sc = [
1 1 1 0.083;
1 1 2 0.083;
1 1 3 0.083;
1 1 4 0.083;
1 1 5 0.083;
1 1 6 0.083;
1 1 7 0.083;
1 1 8 0.083;
1 1 9 0.083;
1 1 10 0.083;
1 2 1 0.094;
1 2 2 0.094;
1 2 3 0.094;
1 2 4 0.094;
1 2 5 0.094;
1 2 6 0.094;
1 2 7 0.094;
1 2 8 0.094;
1 2 9 0.094;
1 2 10 0.094;
2 1 1 0.111;
2 1 2 0.111;
2 1 3 0.111;
2 1 4 0.111;
2 1 5 0.111;
2 1 6 0.111;
2 1 7 0.111;
2 1 8 0.111;
2 1 9 0.111;
2 1 10 0.111;
2 2 1 0.087;
2 2 2 0.087;
2 2 3 0.087;
2 2 4 0.087;
2 2 5 0.087;
2 2 6 0.087;
2 2 7 0.087;
2 2 8 0.087;
2 2 9 0.087;
2 2 10 0.087;
]

global c_w = [
1 1 1 0.449;
1 1 2 0.449;
1 1 3 0.449;
1 1 4 0.449;
1 1 5 0.449;
1 1 6 0.449;
1 1 7 0.449;
1 1 8 0.449;
1 1 9 0.449;
1 1 10 0.449;
1 2 1 0.209;
1 2 2 0.209;
1 2 3 0.209;
1 2 4 0.209;
1 2 5 0.209;
1 2 6 0.209;
1 2 7 0.209;
1 2 8 0.209;
1 2 9 0.209;
1 2 10 0.209;
2 1 1 0.313;
2 1 2 0.313;
2 1 3 0.313;
2 1 4 0.313;
2 1 5 0.313;
2 1 6 0.313;
2 1 7 0.313;
2 1 8 0.313;
2 1 9 0.313;
2 1 10 0.313;
2 2 1 0.379;
2 2 2 0.379;
2 2 3 0.379;
2 2 4 0.379;
2 2 5 0.379;
2 2 6 0.379;
2 2 7 0.379;
2 2 8 0.379;
2 2 9 0.379;
2 2 10 0.379;
]

global c_e = [
1 1 1 0.032036963434022264;
1 1 2 0.035959856915739274;
1 1 3 0.03857511923688395;
1 1 4 0.035959856915739274;
1 1 5 0.035306041335453106;
1 1 6 0.03399841017488077;
1 1 7 0.03661367249602544;
1 1 8 0.03269077901430843;
1 1 9 0.02811406995230525;
1 1 10 0.02811406995230525;
1 2 1 0.036442766295707474;
1 2 2 0.036442766295707474;
1 2 3 0.029566772655007952;
1 2 4 0.03575516693163752;
1 2 5 0.03231717011128776;
1 2 6 0.03162957074721781;
1 2 7 0.037130365659777426;
1 2 8 0.03506756756756757;
1 2 9 0.029566772655007952;
1 2 10 0.029566772655007952;
2 1 1 0.03742440381558029;
2 1 2 0.03742440381558029;
2 1 3 0.031187003179650244;
2 1 4 0.03465222575516694;
2 1 5 0.04019658187599364;
2 1 6 0.03742440381558029;
2 1 7 0.040889626391096986;
2 1 8 0.03395918124006359;
2 1 9 0.03465222575516694;
2 1 10 0.027721780604133554;
2 2 1 0.03425620031796503;
2 2 2 0.04227360890302067;
2 2 3 0.03206963434022258;
2 2 4 0.04373131955484896;
2 2 5 0.04300246422893482;
2 2 6 0.04154475357710652;
2 2 7 0.040087042925278225;
2 2 8 0.037900476947535774;
2 2 9 0.04373131955484896;
2 2 10 0.040815898251192376;
3 1 1 0.04024888712241653;
3 1 2 0.035306041335453106;
3 1 3 0.042367249602543726;
3 1 4 0.03813052464228936;
3 1 5 0.03318767885532592;
3 1 6 0.03248155802861685;
3 1 7 0.03177543720190779;
3 1 8 0.028950953895071543;
3 1 9 0.031069316375198733;
3 1 10 0.03318767885532592;
3 2 1 0.030446899841017488;
3 2 2 0.03193211446740859;
3 2 3 0.03490254372019078;
3 2 4 0.04084340222575517;
3 2 5 0.04381383147853736;
3 2 6 0.03787297297297298;
3 2 7 0.03267472178060414;
3 2 8 0.03787297297297298;
3 2 9 0.03118950715421304;
3 2 10 0.03861558028616853;
4 1 1 0.04801621621621622;
4 1 2 0.037659777424483315;
4 1 3 0.04425023847376788;
4 1 4 0.052723688394276644;
4 1 5 0.0489577106518283;
4 1 6 0.03954276629570747;
4 1 7 0.03860127186009539;
4 1 8 0.05648966613672496;
4 1 9 0.03860127186009539;
4 1 10 0.05648966613672496;
4 2 1 0.04059586645468999;
4 2 2 0.03960572337042926;
4 2 3 0.05643815580286169;
4 2 4 0.05841844197138315;
4 2 5 0.054457869634340225;
4 2 6 0.05742829888712242;
4 2 7 0.04356629570747218;
4 2 8 0.054457869634340225;
4 2 9 0.05940858505564388;
4 2 10 0.03960572337042926;
5 1 1 0.05225294117647059;
5 1 2 0.05031764705882354;
5 1 3 0.04354411764705883;
5 1 4 0.0425764705882353;
5 1 5 0.05515588235294118;
5 1 6 0.040641176470588236;
5 1 7 0.056123529411764704;
5 1 8 0.04354411764705883;
5 1 9 0.05031764705882354;
5 1 10 0.056123529411764704;
5 2 1 0.06004117647058824;
5 2 2 0.05291764705882354;
