###################################################
# Classe 3 : K = 2, M = 2, T = 8, N = 20
# Exemplo: 2.   c3ex02.dat          Semente: 3006
#-----------------------Dados----------------------
global K = 2
global M = 2
global T = 8
global N = 20

global L = [540, 460]

global l = [52, 64, 69, 71, 75, 83, 92, 97, 99, 100, 102, 105, 112, 118, 120, 124, 127, 138, 139, 142]

global Q1 = 1e5
global Q2 = 1e5

global rho = [2.0, 2.0]

global b = [1080.0 920.0; 1080.0 920.0]

global f = [46.44 39.56; 46.44 39.56]

global c_km = [23.76 34.96; 42.12 18.4]

global p_km = [2.566 3.776; 4.549 1.987]

global c_x = [
1 1 1 21.276;
1 1 2 21.276;
1 1 3 21.276;
1 1 4 21.276;
1 1 5 21.276;
1 1 6 21.276;
1 1 7 21.276;
1 1 8 21.276;
1 2 1 18.308;
1 2 2 18.308;
1 2 3 18.308;
1 2 4 18.308;
1 2 5 18.308;
1 2 6 18.308;
1 2 7 18.308;
1 2 8 18.308;
2 1 1 16.524;
2 1 2 16.524;
2 1 3 16.524;
2 1 4 16.524;
2 1 5 16.524;
2 1 6 16.524;
2 1 7 16.524;
2 1 8 16.524;
2 2 1 16.192;
2 2 2 16.192;
2 2 3 16.192;
2 2 4 16.192;
2 2 5 16.192;
2 2 6 16.192;
2 2 7 16.192;
2 2 8 16.192;
]

global c_z = [
1 1 1 0.872;
1 1 2 0.872;
1 1 3 0.872;
1 1 4 0.872;
1 1 5 0.872;
1 1 6 0.872;
1 1 7 0.872;
1 1 8 0.872;
1 2 1 0.641;
1 2 2 0.641;
1 2 3 0.641;
1 2 4 0.641;
1 2 5 0.641;
1 2 6 0.641;
1 2 7 0.641;
1 2 8 0.641;
2 1 1 0.744;
2 1 2 0.744;
2 1 3 0.744;
2 1 4 0.744;
2 1 5 0.744;
2 1 6 0.744;
2 1 7 0.744;
2 1 8 0.744;
2 2 1 0.729;
2 2 2 0.729;
2 2 3 0.729;
2 2 4 0.729;
2 2 5 0.729;
2 2 6 0.729;
2 2 7 0.729;
2 2 8 0.729;
]

global c_y = [
1 1 1 3.191;
1 1 2 3.191;
1 1 3 3.191;
1 1 4 3.191;
1 1 5 3.191;
1 1 6 3.191;
1 1 7 3.191;
1 1 8 3.191;
1 2 1 2.746;
1 2 2 2.746;
1 2 3 2.746;
1 2 4 2.746;
1 2 5 2.746;
1 2 6 2.746;
1 2 7 2.746;
1 2 8 2.746;
2 1 1 2.148;
2 1 2 2.148;
2 1 3 2.148;
2 1 4 2.148;
2 1 5 2.148;
2 1 6 2.148;
2 1 7 2.148;
2 1 8 2.148;
2 2 1 2.429;
2 2 2 2.429;
2 2 3 2.429;
2 2 4 2.429;
2 2 5 2.429;
2 2 6 2.429;
2 2 7 2.429;
2 2 8 2.429;
]

global c_sc = [
1 1 1 0.115;
1 1 2 0.115;
1 1 3 0.115;
1 1 4 0.115;
1 1 5 0.115;
1 1 6 0.115;
1 1 7 0.115;
1 1 8 0.115;
1 2 1 0.102;
1 2 2 0.102;
1 2 3 0.102;
1 2 4 0.102;
1 2 5 0.102;
1 2 6 0.102;
1 2 7 0.102;
1 2 8 0.102;
2 1 1 0.095;
2 1 2 0.095;
2 1 3 0.095;
2 1 4 0.095;
2 1 5 0.095;
2 1 6 0.095;
2 1 7 0.095;
2 1 8 0.095;
2 2 1 0.087;
2 2 2 0.087;
2 2 3 0.087;
2 2 4 0.087;
2 2 5 0.087;
2 2 6 0.087;
2 2 7 0.087;
2 2 8 0.087;
]

global c_w = [
1 1 1 0.532;
1 1 2 0.532;
1 1 3 0.532;
1 1 4 0.532;
1 1 5 0.532;
1 1 6 0.532;
1 1 7 0.532;
1 1 8 0.532;
1 2 1 0.403;
1 2 2 0.403;
1 2 3 0.403;
1 2 4 0.403;
1 2 5 0.403;
1 2 6 0.403;
1 2 7 0.403;
1 2 8 0.403;
2 1 1 0.364;
2 1 2 0.364;
2 1 3 0.364;
2 1 4 0.364;
2 1 5 0.364;
2 1 6 0.364;
2 1 7 0.364;
2 1 8 0.364;
2 2 1 0.275;
2 2 2 0.275;
2 2 3 0.275;
2 2 4 0.275;
2 2 5 0.275;
2 2 6 0.275;
2 2 7 0.275;
2 2 8 0.275;
]

global c_e = [
1 1 1 0.05410810810810812;
1 1 2 0.050243243243243245;
1 1 3 0.04251351351351351;
1 1 4 0.044445945945945954;
1 1 5 0.05410810810810812;
1 1 6 0.0473445945945946;
1 1 7 0.05410810810810812;
1 1 8 0.05120945945945947;
1 2 1 0.027734022257551668;
1 2 2 0.029054689984101746;
1 2 3 0.034337360890302066;
1 2 4 0.034337360890302066;
1 2 5 0.034337360890302066;
1 2 6 0.027734022257551668;
1 2 7 0.03169602543720191;
1 2 8 0.03235635930047694;
2 1 1 0.05232432432432433;
2 1 2 0.04875675675675676;
2 1 3 0.057081081081081085;
2 1 4 0.05945945945945946;
2 1 5 0.049945945945945945;
2 1 6 0.047567567567567574;
2 1 7 0.04875675675675676;
2 1 8 0.057081081081081085;
2 2 1 0.03575961844197138;
2 2 2 0.032508744038155804;
2 2 3 0.046324960254372015;
2 2 4 0.046324960254372015;
2 2 5 0.04063593004769475;
2 2 6 0.03332146263910969;
2 2 7 0.041448648648648646;
2 2 8 0.03738505564387917;
3 1 1 0.06410472972972973;
3 1 2 0.06410472972972973;
3 1 3 0.07564358108108109;
3 1 4 0.05897635135135136;
3 1 5 0.06923310810810812;
3 1 6 0.07179729729729731;
3 1 7 0.06025844594594595;
3 1 8 0.06410472972972973;
3 2 1 0.04118197535771065;
3 2 2 0.048191673290938;
3 2 3 0.03592470190779014;
3 2 4 0.05257273449920508;
3 2 5 0.05082031001589824;
3 2 6 0.04468682432432432;
3 2 7 0.04994409777424483;
3 2 8 0.03592470190779014;
4 1 1 0.07123986486486487;
4 1 2 0.07255912162162163;
4 1 3 0.055408783783783784;
4 1 4 0.07123986486486487;
4 1 5 0.05408952702702703;
4 1 6 0.06068581081081082;
4 1 7 0.06596283783783784;
4 1 8 0.06992060810810811;
4 2 1 0.053194972178060414;
4 2 2 0.03786760731319555;
4 2 3 0.04508048489666137;
4 2 4 0.053194972178060414;
4 2 5 0.03696599761526232;
4 2 6 0.04778531399046105;
4 2 7 0.04508048489666137;
4 2 8 0.04598209459459459;
5 1 1 0.06410472972972973;
5 1 2 0.05713682432432432;
5 1 3 0.08361486486486487;
5 1 4 0.0668918918918919;
5 1 5 0.07107263513513513;
5 1 6 0.05574324324324324;
5 1 7 0.05713682432432432;
5 1 8 0.07107263513513513;
5 2 1 0.04666782591414944;
5 2 2 0.056191872019077896;
5 2 3 0.048572635135135135;
5 2 4 0.053334658187599374;
5 2 5 0.043810612082670904;
5 2 6 0.042858207472178056;
5 2 7 0.04476301669316375;
5 2 8 0.041905802861685215;
6 1 1 0.0771114864864865;
6 1 2 0.0724847972972973;
6 1 3 0.07865371621621622;
6 1 4 0.08790709459459459;
6 1 5 0.09099155405405406;
6 1 6 0.08019594594594595;
6 1 7 0.07402702702702703;
6 1 8 0.07865371621621622;
6 2 1 0.06113167726550078;
6 2 2 0.062185671701112874;
6 2 3 0.04532176073131955;
6 2 4 0.047429749602543717;
6 2 5 0.04426776629570747;
6 2 6 0.06323966613672495;
6 2 7 0.05796969395866455;
6 2 8 0.062185671701112874;
7 1 1 0.09231081081081083;
7 1 2 0.08889189189189191;
7 1 3 0.09914864864864865;
7 1 4 0.08034459459459459;
7 1 5 0.08889189189189191;
7 1 6 0.10085810810810811;
7 1 7 0.08034459459459459;
7 1 8 0.09060135135135136;
7 2 1 0.054909300476947524;
7 2 2 0.04673131955484897;
