###################################################
# Classe 22 : K = 6, M = 2, T = 10, N = 5
# Exemplo: 8.   Nome do arquivo: c22ex08.dat          Semente: 8689

global Q1 = 1e5
global Q2 = 1e5
#-----------------------Parâmetros----------------------
global K = 6 # Gramaturas
global M = 2 # Bobinas mestres (máquinas)
global T = 10 # Períodos
global N = 5 # Itens

global L = [540, 460] # Larguras das bobinas mestres

global l = [62, 113, 135, 136, 148] # Larguras dos itens

global rho = [2.0, 2.0, 2.0, 2.0, 2.0, 2.0] # Peso específico da bobina mestre

global b = [1080.0 920.0; 1080.0 920.0; 1080.0 920.0; 1080.0 920.0; 1080.0 920.0; 1080.0 920.0] # Peso total da bobina mestre
#-----------------------Custos----------------------

# Custo de produção da bobina mestre
global c_x = [
1 1 1 17.28;
1 1 2 17.28;
1 1 3 17.28;
1 1 4 17.28;
1 1 5 17.28;
1 1 6 17.28;
1 1 7 17.28;
1 1 8 17.28;
1 1 9 17.28;
1 1 10 17.28;
1 2 1 19.504;
1 2 2 19.504;
1 2 3 19.504;
1 2 4 19.504;
1 2 5 19.504;
1 2 6 19.504;
1 2 7 19.504;
1 2 8 19.504;
1 2 9 19.504;
1 2 10 19.504;
2 1 1 24.084;
2 1 2 24.084;
2 1 3 24.084;
2 1 4 24.084;
2 1 5 24.084;
2 1 6 24.084;
2 1 7 24.084;
2 1 8 24.084;
2 1 9 24.084;
2 1 10 24.084;
2 2 1 16.283;
2 2 2 16.283;
2 2 3 16.283;
2 2 4 16.283;
2 2 5 16.283;
2 2 6 16.283;
2 2 7 16.283;
2 2 8 16.283;
2 2 9 16.283;
2 2 10 16.283;
3 1 1 22.572;
3 1 2 22.572;
3 1 3 22.572;
3 1 4 22.572;
3 1 5 22.572;
3 1 6 22.572;
3 1 7 22.572;
3 1 8 22.572;
3 1 9 22.572;
3 1 10 22.572;
3 2 1 20.7;
3 2 2 20.7;
3 2 3 20.7;
3 2 4 20.7;
3 2 5 20.7;
3 2 6 20.7;
3 2 7 20.7;
3 2 8 20.7;
3 2 9 20.7;
3 2 10 20.7;
4 1 1 20.52;
4 1 2 20.52;
4 1 3 20.52;
4 1 4 20.52;
4 1 5 20.52;
4 1 6 20.52;
4 1 7 20.52;
4 1 8 20.52;
4 1 9 20.52;
4 1 10 20.52;
4 2 1 19.596;
