###################################################
# Classe 11 : K = 4, M = 2, T = 8, N = 10
# Exemplo: 4.   Nome do arquivo: c11ex04.dat          Semente: 7000

global Q1 = 1e5
global Q2 = 1e5
#-----------------------Parâmetros----------------------
global K = 4 # Gramaturas
global M = 2 # Bobinas mestres (máquinas)
global T = 8 # Períodos
global N = 10 # Itens

global L = [540, 460] # Larguras das bobinas mestres

global l = [63, 65, 69, 73, 89, 101, 125, 133, 134, 146] # Larguras dos itens

global rho = [2.0, 2.0, 2.0, 2.0] # Peso específico da bobina mestre

global b = [1080.0 920.0; 1080.0 920.0; 1080.0 920.0; 1080.0 920.0] # Peso total da bobina mestre
#-----------------------Custos----------------------

# Custo de produção da bobina mestre
global c_x = [
1 1 1 18.9;
1 1 2 18.9;
1 1 3 18.9;
1 1 4 18.9;
1 1 5 18.9;
1 1 6 18.9;
1 1 7 18.9;
1 1 8 18.9;
1 2 1 18.86;
1 2 2 18.86;
1 2 3 18.86;
1 2 4 18.86;
1 2 5 18.86;
1 2 6 18.86;
1 2 7 18.86;
1 2 8 18.86;
2 1 1 22.248;
2 1 2 22.248;
2 1 3 22.248;
2 1 4 22.248;
2 1 5 22.248;
2 1 6 22.248;
2 1 7 22.248;
2 1 8 22.248;
2 2 1 14.443;
2 2 2 14.443;
2 2 3 14.443;
2 2 4 14.443;
2 2 5 14.443;
2 2 6 14.443;
2 2 7 14.443;
2 2 8 14.443;
3 1 1 20.628;
3 1 2 20.628;
3 1 3 20.628;
3 1 4 20.628;
3 1 5 20.628;
3 1 6 20.628;
3 1 7 20.628;
3 1 8 20.628;
3 2 1 14.168;
3 2 2 14.168;
3 2 3 14.168;
3 2 4 14.168;
3 2 5 14.168;
3 2 6 14.168;
3 2 7 14.168;
3 2 8 14.168;
4 1 1 25.596;
4 1 2 25.596;
4 1 3 25.596;
4 1 4 25.596;
4 1 5 25.596;
4 1 6 25.596;
4 1 7 25.596;
4 1 8 25.596;
4 2 1 21.343;
4 2 2 21.343;
4 2 3 21.343;
4 2 4 21.343;
4 2 5 21.343;
4 2 6 21.343;
4 2 7 21.343;
4 2 8 21.343;
]

# cw: custo de estocar uma bobina mestre
global c_w = [
1 1 1 0.008;
1 1 2 0.008;
1 1 3 0.008;
1 1 4 0.008;
1 1 5 0.008;
1 1 6 0.008;
