###################################################
# Classe 22 : K = 6, M = 2, T = 10, N = 5
# Exemplo: 2.   c22ex02.dat          Semente: 3677
#-----------------------Dados----------------------
global K = 6
global M = 2
global T = 10
global N = 5

global L = [540, 460]

global l = [54, 65, 73, 77, 126]

global Q1 = 1e5
global Q2 = 1e5

global rho = [2.0, 2.0, 2.0, 2.0, 2.0, 2.0]

global b = [1080.0 920.0; 1080.0 920.0; 1080.0 920.0; 1080.0 920.0; 1080.0 920.0; 1080.0 920.0]

global f = [30.24 25.76; 30.24 25.76; 30.24 25.76; 30.24 25.76; 30.24 25.76; 30.24 25.76]

global c_km = [35.64 42.32; 37.8 22.08; 38.88 44.16; 43.2 31.28; 27.0 40.48; 37.8 23.0]

global p_km = [3.6 4.274; 3.818 2.23; 3.927 4.46; 4.363 3.159; 2.727 4.088; 3.818 2.323]

global c_x = [
1 1 1 17.604;
1 1 2 17.604;
1 1 3 17.604;
1 1 4 17.604;
1 1 5 17.604;
1 1 6 17.604;
1 1 7 17.604;
1 1 8 17.604;
1 1 9 17.604;
1 1 10 17.604;
1 2 1 20.332;
1 2 2 20.332;
1 2 3 20.332;
1 2 4 20.332;
1 2 5 20.332;
1 2 6 20.332;
1 2 7 20.332;
1 2 8 20.332;
1 2 9 20.332;
1 2 10 20.332;
2 1 1 23.436;
2 1 2 23.436;
2 1 3 23.436;
2 1 4 23.436;
2 1 5 23.436;
2 1 6 23.436;
2 1 7 23.436;
2 1 8 23.436;
2 1 9 23.436;
2 1 10 23.436;
2 2 1 13.892;
2 2 2 13.892;
2 2 3 13.892;
2 2 4 13.892;
2 2 5 13.892;
2 2 6 13.892;
2 2 7 13.892;
2 2 8 13.892;
2 2 9 13.892;
2 2 10 13.892;
3 1 1 24.624;
3 1 2 24.624;
3 1 3 24.624;
3 1 4 24.624;
3 1 5 24.624;
3 1 6 24.624;
3 1 7 24.624;
3 1 8 24.624;
3 1 9 24.624;
3 1 10 24.624;
3 2 1 21.436;
3 2 2 21.436;
3 2 3 21.436;
3 2 4 21.436;
3 2 5 21.436;
3 2 6 21.436;
3 2 7 21.436;
3 2 8 21.436;
3 2 9 21.436;
3 2 10 21.436;
4 1 1 21.708;
4 1 2 21.708;
4 1 3 21.708;
4 1 4 21.708;
4 1 5 21.708;
4 1 6 21.708;
4 1 7 21.708;
4 1 8 21.708;
4 1 9 21.708;
4 1 10 21.708;
4 2 1 18.216;
4 2 2 18.216;
4 2 3 18.216;
4 2 4 18.216;
4 2 5 18.216;
4 2 6 18.216;
4 2 7 18.216;
4 2 8 18.216;
4 2 9 18.216;
4 2 10 18.216;
5 1 1 23.112;
5 1 2 23.112;
5 1 3 23.112;
5 1 4 23.112;
5 1 5 23.112;
5 1 6 23.112;
5 1 7 23.112;
5 1 8 23.112;
5 1 9 23.112;
5 1 10 23.112;
5 2 1 20.332;
5 2 2 20.332;
5 2 3 20.332;
5 2 4 20.332;
5 2 5 20.332;
5 2 6 20.332;
5 2 7 20.332;
5 2 8 20.332;
5 2 9 20.332;
5 2 10 20.332;
6 1 1 22.68;
6 1 2 22.68;
6 1 3 22.68;
6 1 4 22.68;
6 1 5 22.68;
