###################################################
# Classe 13 : K = 4, M = 2, T = 10, N = 5
# Exemplo: 4.   c13ex04.dat          Semente: 2919
#-----------------------Dados----------------------
global K = 4
global M = 2
global T = 10
global N = 5

global L = [540, 460]

global l = [54, 66, 70, 123, 133]

global Q1 = 1e5
global Q2 = 1e5

global rho = [2.0, 2.0, 2.0, 2.0]

global b = [1080.0 920.0; 1080.0 920.0; 1080.0 920.0; 1080.0 920.0]

global f = [37.8 32.2; 37.8 32.2; 37.8 32.2; 37.8 32.2]

global c_km = [49.68 34.04; 22.68 41.4; 28.08 30.36; 28.08 38.64]

global p_km = [6.309 4.323; 2.88 5.258; 3.566 3.856; 3.566 4.907]

global c_x = [
1 1 1 22.464;
1 1 2 22.464;
1 1 3 22.464;
1 1 4 22.464;
1 1 5 22.464;
1 1 6 22.464;
1 1 7 22.464;
1 1 8 22.464;
1 1 9 22.464;
1 1 10 22.464;
1 2 1 23.0;
1 2 2 23.0;
1 2 3 23.0;
1 2 4 23.0;
1 2 5 23.0;
1 2 6 23.0;
1 2 7 23.0;
1 2 8 23.0;
1 2 9 23.0;
1 2 10 23.0;
2 1 1 24.732;
2 1 2 24.732;
2 1 3 24.732;
2 1 4 24.732;
2 1 5 24.732;
2 1 6 24.732;
2 1 7 24.732;
2 1 8 24.732;
2 1 9 24.732;
2 1 10 24.732;
2 2 1 16.652;
2 2 2 16.652;
2 2 3 16.652;
2 2 4 16.652;
2 2 5 16.652;
2 2 6 16.652;
2 2 7 16.652;
2 2 8 16.652;
2 2 9 16.652;
2 2 10 16.652;
3 1 1 17.82;
3 1 2 17.82;
3 1 3 17.82;
3 1 4 17.82;
3 1 5 17.82;
3 1 6 17.82;
3 1 7 17.82;
3 1 8 17.82;
3 1 9 17.82;
3 1 10 17.82;
3 2 1 18.492;
3 2 2 18.492;
3 2 3 18.492;
3 2 4 18.492;
3 2 5 18.492;
3 2 6 18.492;
3 2 7 18.492;
3 2 8 18.492;
3 2 9 18.492;
3 2 10 18.492;
4 1 1 23.112;
4 1 2 23.112;
4 1 3 23.112;
4 1 4 23.112;
4 1 5 23.112;
4 1 6 23.112;
4 1 7 23.112;
4 1 8 23.112;
4 1 9 23.112;
4 1 10 23.112;
4 2 1 14.904;
4 2 2 14.904;
4 2 3 14.904;
4 2 4 14.904;
4 2 5 14.904;
4 2 6 14.904;
4 2 7 14.904;
4 2 8 14.904;
4 2 9 14.904;
4 2 10 14.904;
]

global c_z = [
1 1 1 0.719;
1 1 2 0.719;
1 1 3 0.719;
1 1 4 0.719;
1 1 5 0.719;
1 1 6 0.719;
1 1 7 0.719;
1 1 8 0.719;
1 1 9 0.719;
1 1 10 0.719;
1 2 1 0.759;
1 2 2 0.759;
1 2 3 0.759;
1 2 4 0.759;
1 2 5 0.759;
1 2 6 0.759;
1 2 7 0.759;
1 2 8 0.759;
1 2 9 0.759;
1 2 10 0.759;
2 1 1 1.014;
2 1 2 1.014;
2 1 3 1.014;
2 1 4 1.014;
2 1 5 1.014;
2 1 6 1.014;
2 1 7 1.014;
2 1 8 1.014;
2 1 9 1.014;
2 1 10 1.014;
2 2 1 0.733;
2 2 2 0.733;
