###################################################
# Classe 25 : K = 6, M = 2, T = 12, N = 5
# Exemplo: 8.   Nome do arquivo: c25ex08.dat          Semente: 4203

global Q1 = 1e5
global Q2 = 1e5
#-----------------------Parâmetros----------------------
global K = 6 # Gramaturas
global M = 2 # Bobinas mestres (máquinas)
global T = 12 # Períodos
global N = 5 # Itens

global L = [540, 460] # Larguras das bobinas mestres

global l = [64, 119, 124, 131, 149] # Larguras dos itens

global rho = [2.0, 2.0, 2.0, 2.0, 2.0, 2.0] # Peso específico da bobina mestre

global b = [1080.0 920.0; 1080.0 920.0; 1080.0 920.0; 1080.0 920.0; 1080.0 920.0; 1080.0 920.0] # Peso total da bobina mestre
#-----------------------Custos----------------------

# Custo de produção da bobina mestre
global c_x = [
1 1 1 18.9;
1 1 2 18.9;
1 1 3 18.9;
1 1 4 18.9;
1 1 5 18.9;
1 1 6 18.9;
1 1 7 18.9;
1 1 8 18.9;
1 1 9 18.9;
1 1 10 18.9;
1 1 11 18.9;
1 1 12 18.9;
1 2 1 19.596;
1 2 2 19.596;
1 2 3 19.596;
1 2 4 19.596;
1 2 5 19.596;
1 2 6 19.596;
1 2 7 19.596;
1 2 8 19.596;
1 2 9 19.596;
1 2 10 19.596;
1 2 11 19.596;
1 2 12 19.596;
2 1 1 17.172;
2 1 2 17.172;
2 1 3 17.172;
2 1 4 17.172;
2 1 5 17.172;
2 1 6 17.172;
2 1 7 17.172;
2 1 8 17.172;
2 1 9 17.172;
2 1 10 17.172;
2 1 11 17.172;
2 1 12 17.172;
2 2 1 17.296;
2 2 2 17.296;
2 2 3 17.296;
2 2 4 17.296;
2 2 5 17.296;
2 2 6 17.296;
2 2 7 17.296;
2 2 8 17.296;
2 2 9 17.296;
2 2 10 17.296;
2 2 11 17.296;
2 2 12 17.296;
3 1 1 20.087;
3 1 2 20.087;
3 1 3 20.087;
3 1 4 20.087;
3 1 5 20.087;
3 1 6 20.087;
3 1 7 20.087;
3 1 8 20.087;
3 1 9 20.087;
3 1 10 20.087;
3 1 11 20.087;
3 1 12 20.087;
3 2 1 22.632;
3 2 2 22.632;
3 2 3 22.632;
3 2 4 22.632;
3 2 5 22.632;
3 2 6 22.632;
3 2 7 22.632;
3 2 8 22.632;
3 2 9 22.632;
3 2 10 22.632;
3 2 11 22.632;
