###################################################
# Classe 26 : K = 6, M = 2, T = 12, N = 10
# Exemplo: 10.   c26ex10.dat          Semente: 2735
#-----------------------Dados----------------------
global K = 6
global M = 2
global T = 12
global N = 10

global L = [540, 460]

global l = [51, 56, 59, 86, 93, 95, 103, 110, 110, 137]

global Q1 = 1e5
global Q2 = 1e5

global rho = [2.0, 2.0, 2.0, 2.0, 2.0, 2.0]

global b = [1080.0 920.0; 1080.0 920.0; 1080.0 920.0; 1080.0 920.0; 1080.0 920.0; 1080.0 920.0]

global f = [51.84 44.16; 51.84 44.16; 51.84 44.16; 51.84 44.16; 51.84 44.16; 51.84 44.16]

global c_km = [37.8 39.56; 46.44 45.08; 45.36 33.12; 34.56 34.96; 47.52 34.04; 36.72 21.16]

global p_km = [4.536 4.747; 5.573 5.41; 5.443 3.974; 4.147 4.195; 5.702 4.085; 4.406 2.539]

global c_x = [
1 1 1 22.248;
1 1 2 22.248;
1 1 3 22.248;
1 1 4 22.248;
1 1 5 22.248;
1 1 6 22.248;
1 1 7 22.248;
1 1 8 22.248;
1 1 9 22.248;
1 1 10 22.248;
1 1 11 22.248;
1 1 12 22.248;
1 2 1 21.896;
1 2 2 21.896;
1 2 3 21.896;
1 2 4 21.896;
1 2 5 21.896;
1 2 6 21.896;
1 2 7 21.896;
1 2 8 21.896;
1 2 9 21.896;
1 2 10 21.896;
1 2 11 21.896;
1 2 12 21.896;
2 1 1 22.68;
2 1 2 22.68;
2 1 3 22.68;
2 1 4 22.68;
2 1 5 22.68;
2 1 6 22.68;
2 1 7 22.68;
2 1 8 22.68;
2 1 9 22.68;
2 1 10 22.68;
2 1 11 22.68;
2 1 12 22.68;
2 2 1 20.7;
2 2 2 20.7;
2 2 3 20.7;
2 2 4 20.7;
2 2 5 20.7;
2 2 6 20.7;
2 2 7 20.7;
2 2 8 20.7;
2 2 9 20.7;
2 2 10 20.7;
2 2 11 20.7;
2 2 12 20.7;
3 1 1 23.328;
3 1 2 23.328;
3 1 3 23.328;
3 1 4 23.328;
3 1 5 23.328;
3 1 6 23.328;
3 1 7 23.328;
3 1 8 23.328;
3 1 9 23.328;
3 1 10 23.328;
3 1 11 23.328;
3 1 12 23.328;
3 2 1 21.804;
3 2 2 21.804;
3 2 3 21.804;
3 2 4 21.804;
3 2 5 21.804;
3 2 6 21.804;
3 2 7 21.804;
3 2 8 21.804;
3 2 9 21.804;
3 2 10 21.804;
3 2 11 21.804;
3 2 12 21.804;
4 1 1 20.844;
4 1 2 20.844;
4 1 3 20.844;
4 1 4 20.844;
4 1 5 20.844;
4 1 6 20.844;
4 1 7 20.844;
4 1 8 20.844;
4 1 9 20.844;
4 1 10 20.844;
4 1 11 20.844;
4 1 12 20.844;
4 2 1 19.688;
4 2 2 19.688;
4 2 3 19.688;
4 2 4 19.688;
4 2 5 19.688;
4 2 6 19.688;
4 2 7 19.688;
4 2 8 19.688;
4 2 9 19.688;
4 2 10 19.688;
4 2 11 19.688;
4 2 12 19.688;
5 1 1 18.035;
5 1 2 18.035;
5 1 3 18.035;
5 1 4 18.035;
5 1 5 18.035;
5 1 6 18.035;
5 1 7 18.035;
5 1 8 18.035;
5 1 9 18.035;
5 1 10 18.035;
5 1 11 18.035;
5 1 12 18.035;
5 2 1 15.088;
5 2 2 15.088;
5 2 3 15.088;
5 2 4 15.088;
5 2 5 15.088;
5 2 6 15.088;
5 2 7 15.088;
5 2 8 15.088;
5 2 9 15.088;
5 2 10 15.088;
5 2 11 15.088;
5 2 12 15.088;
6 1 1 22.355;
6 1 2 22.355;
6 1 3 22.355;
6 1 4 22.355;
6 1 5 22.355;
6 1 6 22.355;
6 1 7 22.355;
6 1 8 22.355;
6 1 9 22.355;
6 1 10 22.355;
6 1 11 22.355;
6 1 12 22.355;
6 2 1 19.227;
