###################################################
# Classe 21 : K = 6, M = 2, T = 8, N = 20
# Exemplo: 3.   c21ex03.dat          Semente: 6548
#-----------------------Dados----------------------
global K = 6
global M = 2
global T = 8
global N = 20

global L = [540, 460]

global l = [50, 53, 57, 74, 89, 90, 91, 96, 101, 108, 108, 113, 115, 115, 115, 124, 127, 129, 129, 143]

global Q1 = 1e5
global Q2 = 1e5

global rho = [2.0, 2.0, 2.0, 2.0, 2.0, 2.0]

global b = [1080.0 920.0; 1080.0 920.0; 1080.0 920.0; 1080.0 920.0; 1080.0 920.0; 1080.0 920.0]

global f = [23.76 20.24; 23.76 20.24; 23.76 20.24; 23.76 20.24; 23.76 20.24; 23.76 20.24]

global c_km = [23.76 29.44; 35.64 22.08; 29.16 42.32; 32.4 28.52; 51.84 25.76; 32.4 45.08]

global p_km = [2.566 3.18; 3.849 2.385; 3.149 4.571; 3.499 3.08; 5.599 2.782; 3.499 4.869]

global c_x = [
1 1 1 23.22;
1 1 2 23.22;
1 1 3 23.22;
1 1 4 23.22;
1 1 5 23.22;
1 1 6 23.22;
1 1 7 23.22;
1 1 8 23.22;
1 2 1 20.884;
1 2 2 20.884;
1 2 3 20.884;
1 2 4 20.884;
1 2 5 20.884;
1 2 6 20.884;
1 2 7 20.884;
1 2 8 20.884;
2 1 1 20.196;
2 1 2 20.196;
2 1 3 20.196;
2 1 4 20.196;
2 1 5 20.196;
2 1 6 20.196;
2 1 7 20.196;
2 1 8 20.196;
2 2 1 13.799;
2 2 2 13.799;
2 2 3 13.799;
2 2 4 13.799;
2 2 5 13.799;
2 2 6 13.799;
2 2 7 13.799;
2 2 8 13.799;
3 1 1 19.332;
3 1 2 19.332;
3 1 3 19.332;
3 1 4 19.332;
3 1 5 19.332;
3 1 6 19.332;
3 1 7 19.332;
3 1 8 19.332;
3 2 1 19.872;
3 2 2 19.872;
3 2 3 19.872;
3 2 4 19.872;
3 2 5 19.872;
3 2 6 19.872;
3 2 7 19.872;
3 2 8 19.872;
4 1 1 16.2;
4 1 2 16.2;
4 1 3 16.2;
4 1 4 16.2;
4 1 5 16.2;
4 1 6 16.2;
4 1 7 16.2;
4 1 8 16.2;
4 2 1 21.343;
4 2 2 21.343;
4 2 3 21.343;
4 2 4 21.343;
4 2 5 21.343;
4 2 6 21.343;
4 2 7 21.343;
4 2 8 21.343;
5 1 1 17.172;
5 1 2 17.172;
5 1 3 17.172;
5 1 4 17.172;
5 1 5 17.172;
5 1 6 17.172;
5 1 7 17.172;
5 1 8 17.172;
5 2 1 14.351;
5 2 2 14.351;
5 2 3 14.351;
5 2 4 14.351;
5 2 5 14.351;
5 2 6 14.351;
5 2 7 14.351;
5 2 8 14.351;
6 1 1 18.035;
6 1 2 18.035;
6 1 3 18.035;
6 1 4 18.035;
6 1 5 18.035;
6 1 6 18.035;
6 1 7 18.035;
6 1 8 18.035;
6 2 1 19.136;
6 2 2 19.136;
6 2 3 19.136;
6 2 4 19.136;
6 2 5 19.136;
6 2 6 19.136;
6 2 7 19.136;
6 2 8 19.136;
]

global c_z = [
1 1 1 0.72;
1 1 2 0.72;
1 1 3 0.72;
1 1 4 0.72;
1 1 5 0.72;
1 1 6 0.72;
1 1 7 0.72;
1 1 8 0.72;
1 2 1 1.002;
1 2 2 1.002;
1 2 3 1.002;
1 2 4 1.002;
1 2 5 1.002;
1 2 6 1.002;
1 2 7 1.002;
1 2 8 1.002;
2 1 1 0.969;
2 1 2 0.969;
2 1 3 0.969;
2 1 4 0.969;
2 1 5 0.969;
2 1 6 0.969;
2 1 7 0.969;
2 1 8 0.969;
2 2 1 0.428;
2 2 2 0.428;
2 2 3 0.428;
2 2 4 0.428;
2 2 5 0.428;
2 2 6 0.428;
2 2 7 0.428;
2 2 8 0.428;
3 1 1 0.599;
3 1 2 0.599;
3 1 3 0.599;
3 1 4 0.599;
3 1 5 0.599;
3 1 6 0.599;
3 1 7 0.599;
3 1 8 0.599;
3 2 1 0.815;
3 2 2 0.815;
3 2 3 0.815;
3 2 4 0.815;
3 2 5 0.815;
3 2 6 0.815;
3 2 7 0.815;
3 2 8 0.815;
4 1 1 0.778;
4 1 2 0.778;
