###################################################
# Classe 20 : K = 6, M = 2, T = 8, N = 10
# Exemplo: 9.   Nome do arquivo: c20ex09.dat          Semente: 2323

global Q1 = 1e5
global Q2 = 1e5
#-----------------------Parâmetros----------------------
global K = 6 # Gramaturas
global M = 2 # Bobinas mestres (máquinas)
global T = 8 # Períodos
global N = 10 # Itens

global L = [540, 460] # Larguras das bobinas mestres

global l = [56, 71, 81, 86, 99, 108, 111, 112, 122, 130] # Larguras dos itens

global rho = [2.0, 2.0, 2.0, 2.0, 2.0, 2.0] # Peso específico da bobina mestre

global b = [1080.0 920.0; 1080.0 920.0; 1080.0 920.0; 1080.0 920.0; 1080.0 920.0; 1080.0 920.0] # Peso total da bobina mestre
#-----------------------Custos----------------------

# Custo de produção da bobina mestre
global c_x = [
1 1 1 20.844;
1 1 2 20.844;
1 1 3 20.844;
1 1 4 20.844;
1 1 5 20.844;
1 1 6 20.844;
1 1 7 20.844;
1 1 8 20.844;
1 2 1 19.872;
1 2 2 19.872;
1 2 3 19.872;
1 2 4 19.872;
1 2 5 19.872;
1 2 6 19.872;
1 2 7 19.872;
1 2 8 19.872;
2 1 1 19.332;
2 1 2 19.332;
2 1 3 19.332;
2 1 4 19.332;
2 1 5 19.332;
2 1 6 19.332;
2 1 7 19.332;
2 1 8 19.332;
2 2 1 17.572;
2 2 2 17.572;
2 2 3 17.572;
2 2 4 17.572;
2 2 5 17.572;
2 2 6 17.572;
2 2 7 17.572;
2 2 8 17.572;
3 1 1 21.492;
3 1 2 21.492;
3 1 3 21.492;
3 1 4 21.492;
3 1 5 21.492;
3 1 6 21.492;
3 1 7 21.492;
3 1 8 21.492;
3 2 1 21.62;
3 2 2 21.62;
3 2 3 21.62;
3 2 4 21.62;
3 2 5 21.62;
3 2 6 21.62;
3 2 7 21.62;
3 2 8 21.62;
4 1 1 17.172;
4 1 2 17.172;
4 1 3 17.172;
4 1 4 17.172;
4 1 5 17.172;
4 1 6 17.172;
4 1 7 17.172;
4 1 8 17.172;
4 2 1 17.848;
4 2 2 17.848;
4 2 3 17.848;
4 2 4 17.848;
4 2 5 17.848;
4 2 6 17.848;
4 2 7 17.848;
4 2 8 17.848;
5 1 1 18.144;
5 1 2 18.144;
5 1 3 18.144;
5 1 4 18.144;
5 1 5 18.144;
5 1 6 18.144;
