###################################################
# Classe 6 : K = 2, M = 2, T = 10, N = 20
# Exemplo: 7.   c6ex07.dat          Semente: 3006
#-----------------------Dados----------------------
global K = 2
global M = 2
global T = 10
global N = 20

global L = [540, 460]

global l = [52, 64, 69, 71, 75, 83, 92, 97, 99, 100, 102, 105, 112, 118, 120, 124, 127, 138, 139, 142]

global Q1 = 1e5
global Q2 = 1e5

global rho = [2.0, 2.0]

global b = [1080.0 920.0; 1080.0 920.0]

global f = [46.44 39.56; 46.44 39.56]

global c_km = [23.76 34.96; 42.12 18.4]

global p_km = [2.566 3.776; 4.549 1.987]

global c_x = [
1 1 1 21.276;
1 1 2 21.276;
1 1 3 21.276;
1 1 4 21.276;
1 1 5 21.276;
1 1 6 21.276;
1 1 7 21.276;
1 1 8 21.276;
1 1 9 21.276;
1 1 10 21.276;
1 2 1 18.308;
1 2 2 18.308;
1 2 3 18.308;
1 2 4 18.308;
1 2 5 18.308;
1 2 6 18.308;
1 2 7 18.308;
1 2 8 18.308;
1 2 9 18.308;
1 2 10 18.308;
2 1 1 16.524;
2 1 2 16.524;
2 1 3 16.524;
2 1 4 16.524;
2 1 5 16.524;
2 1 6 16.524;
2 1 7 16.524;
2 1 8 16.524;
2 1 9 16.524;
2 1 10 16.524;
2 2 1 16.192;
2 2 2 16.192;
2 2 3 16.192;
2 2 4 16.192;
2 2 5 16.192;
2 2 6 16.192;
2 2 7 16.192;
2 2 8 16.192;
2 2 9 16.192;
2 2 10 16.192;
]

global c_z = [
1 1 1 0.872;
1 1 2 0.872;
1 1 3 0.872;
1 1 4 0.872;
1 1 5 0.872;
1 1 6 0.872;
1 1 7 0.872;
1 1 8 0.872;
1 1 9 0.872;
1 1 10 0.872;
1 2 1 0.641;
1 2 2 0.641;
1 2 3 0.641;
1 2 4 0.641;
1 2 5 0.641;
1 2 6 0.641;
1 2 7 0.641;
1 2 8 0.641;
1 2 9 0.641;
1 2 10 0.641;
2 1 1 0.744;
2 1 2 0.744;
2 1 3 0.744;
2 1 4 0.744;
2 1 5 0.744;
2 1 6 0.744;
2 1 7 0.744;
2 1 8 0.744;
2 1 9 0.744;
2 1 10 0.744;
2 2 1 0.729;
2 2 2 0.729;
2 2 3 0.729;
2 2 4 0.729;
2 2 5 0.729;
2 2 6 0.729;
2 2 7 0.729;
2 2 8 0.729;
2 2 9 0.729;
2 2 10 0.729;
]

global c_y = [
1 1 1 3.191;
1 1 2 3.191;
1 1 3 3.191;
1 1 4 3.191;
1 1 5 3.191;
1 1 6 3.191;
1 1 7 3.191;
1 1 8 3.191;
1 1 9 3.191;
1 1 10 3.191;
1 2 1 2.746;
1 2 2 2.746;
1 2 3 2.746;
1 2 4 2.746;
1 2 5 2.746;
1 2 6 2.746;
1 2 7 2.746;
1 2 8 2.746;
1 2 9 2.746;
1 2 10 2.746;
2 1 1 2.148;
2 1 2 2.148;
2 1 3 2.148;
2 1 4 2.148;
2 1 5 2.148;
2 1 6 2.148;
2 1 7 2.148;
2 1 8 2.148;
2 1 9 2.148;
2 1 10 2.148;
2 2 1 2.429;
2 2 2 2.429;
2 2 3 2.429;
2 2 4 2.429;
2 2 5 2.429;
2 2 6 2.429;
2 2 7 2.429;
2 2 8 2.429;
2 2 9 2.429;
2 2 10 2.429;
]

global c_sc = [
1 1 1 0.115;
1 1 2 0.115;
1 1 3 0.115;
1 1 4 0.115;
1 1 5 0.115;
1 1 6 0.115;
1 1 7 0.115;
1 1 8 0.115;
1 1 9 0.115;
1 1 10 0.115;
1 2 1 0.102;
1 2 2 0.102;
1 2 3 0.102;
1 2 4 0.102;
1 2 5 0.102;
1 2 6 0.102;
1 2 7 0.102;
1 2 8 0.102;
1 2 9 0.102;
1 2 10 0.102;
2 1 1 0.095;
2 1 2 0.095;
2 1 3 0.095;
2 1 4 0.095;
2 1 5 0.095;
2 1 6 0.095;
2 1 7 0.095;
2 1 8 0.095;
2 1 9 0.095;
2 1 10 0.095;
2 2 1 0.087;
2 2 2 0.087;
2 2 3 0.087;
2 2 4 0.087;
2 2 5 0.087;
2 2 6 0.087;
2 2 7 0.087;
2 2 8 0.087;
2 2 9 0.087;
2 2 10 0.087;
]

global c_w = [
1 1 1 0.532;
1 1 2 0.532;
1 1 3 0.532;
1 1 4 0.532;
1 1 5 0.532;
1 1 6 0.532;
1 1 7 0.532;
1 1 8 0.532;
1 1 9 0.532;
1 1 10 0.532;
1 2 1 0.403;
1 2 2 0.403;
1 2 3 0.403;
1 2 4 0.403;
1 2 5 0.403;
1 2 6 0.403;
1 2 7 0.403;
1 2 8 0.403;
1 2 9 0.403;
1 2 10 0.403;
2 1 1 0.364;
2 1 2 0.364;
2 1 3 0.364;
2 1 4 0.364;
2 1 5 0.364;
2 1 6 0.364;
2 1 7 0.364;
2 1 8 0.364;
2 1 9 0.364;
2 1 10 0.364;
2 2 1 0.275;
2 2 2 0.275;
2 2 3 0.275;
2 2 4 0.275;
2 2 5 0.275;
2 2 6 0.275;
2 2 7 0.275;
2 2 8 0.275;
2 2 9 0.275;
2 2 10 0.275;
]

global c_e = [
1 1 1 0.05410810810810812;
1 1 2 0.050243243243243245;
1 1 3 0.04251351351351351;
1 1 4 0.044445945945945954;
1 1 5 0.05410810810810812;
1 1 6 0.0473445945945946;
1 1 7 0.05410810810810812;
1 1 8 0.05120945945945947;
1 1 9 0.040581081081081084;
1 1 10 0.04251351351351351;
1 2 1 0.034337360890302066;
1 2 2 0.034337360890302066;
1 2 3 0.034337360890302066;
1 2 4 0.027734022257551668;
1 2 5 0.03169602543720191;
1 2 6 0.03235635930047694;
1 2 7 0.029054689984101746;
1 2 8 0.027073688394276627;
1 2 9 0.03169602543720191;
1 2 10 0.033016693163751984;
2 1 1 0.049945945945945945;
2 1 2 0.047567567567567574;
2 1 3 0.04875675675675676;
2 1 4 0.057081081081081085;
2 1 5 0.05232432432432433;
2 1 6 0.047567567567567574;
2 1 7 0.06778378378378379;
2 1 8 0.06778378378378379;
2 1 9 0.05945945945945946;
2 1 10 0.04875675675675676;
2 2 1 0.041448648648648646;
2 2 2 0.03738505564387917;
2 2 3 0.04063593004769475;
2 2 4 0.04063593004769475;
2 2 5 0.047950397456279804;
2 2 6 0.03738505564387917;
2 2 7 0.04388680445151034;
2 2 8 0.04551224165341813;
2 2 9 0.03819777424483307;
2 2 10 0.04063593004769475;
3 1 1 0.06025844594594595;
3 1 2 0.07051520270270271;
3 1 3 0.05256587837837838;
3 1 4 0.07692567567567568;
3 1 5 0.07436148648648648;
3 1 6 0.06538682432432433;
3 1 7 0.07307939189189189;
3 1 8 0.05256587837837838;
3 1 9 0.06923310810810812;
3 1 10 0.07051520270270271;
3 2 1 0.03680091414944356;
3 2 2 0.04731546104928458;
3 2 3 0.03592470190779014;
3 2 4 0.040305763116057235;
3 2 5 0.043810612082670904;
3 2 6 0.04643924880763116;
3 2 7 0.05169652225755167;
3 2 8 0.03680091414944356;
3 2 9 0.043810612082670904;
3 2 10 0.05169652225755167;
4 1 1 0.05408952702702703;
4 1 2 0.06992060810810811;
4 1 3 0.06596283783783784;
4 1 4 0.0672820945945946;
4 1 5 0.06068581081081082;
4 1 6 0.05408952702702703;
4 1 7 0.07915540540540542;
4 1 8 0.06332432432432432;
4 1 9 0.0672820945945946;
4 1 10 0.05277027027027028;
4 2 1 0.03696599761526232;
4 2 2 0.04598209459459459;
4 2 3 0.04417887519872814;
4 2 4 0.053194972178060414;
4 2 5 0.04598209459459459;
4 2 6 0.05049014308426074;
4 2 7 0.04147404610492846;
4 2 8 0.040572436406995226;
4 2 9 0.04237565580286168;
