###################################################
# Classe 15 : K = 4, M = 2, T = 10, N = 20
# Exemplo: 2.   Nome do arquivo: c15ex02.dat          Semente: 3677

global Q1 = 1e5
global Q2 = 1e5
#-----------------------Parâmetros----------------------
global K = 4 # Gramaturas
global M = 2 # Bobinas mestres (máquinas)
global T = 10 # Períodos
global N = 20 # Itens

global L = [540, 460] # Larguras das bobinas mestres

global l = [53, 54, 63, 65, 65, 67, 67, 73, 77, 95, 96, 98, 98, 101, 104, 117, 127, 131, 137, 142] # Larguras dos itens

global rho = [2.0, 2.0, 2.0, 2.0] # Peso específico da bobina mestre

global b = [1080.0 920.0; 1080.0 920.0; 1080.0 920.0; 1080.0 920.0] # Peso total da bobina mestre
#-----------------------Custos----------------------

# Custo de produção da bobina mestre
global c_x = [
1 1 1 24.624;
1 1 2 24.624;
1 1 3 24.624;
1 1 4 24.624;
1 1 5 24.624;
1 1 6 24.624;
1 1 7 24.624;
1 1 8 24.624;
1 1 9 24.624;
1 1 10 24.624;
1 2 1 20.332;
1 2 2 20.332;
1 2 3 20.332;
1 2 4 20.332;
1 2 5 20.332;
1 2 6 20.332;
1 2 7 20.332;
1 2 8 20.332;
1 2 9 20.332;
1 2 10 20.332;
2 1 1 21.708;
2 1 2 21.708;
2 1 3 21.708;
2 1 4 21.708;
2 1 5 21.708;
2 1 6 21.708;
2 1 7 21.708;
2 1 8 21.708;
2 1 9 21.708;
2 1 10 21.708;
2 2 1 13.892;
2 2 2 13.892;
2 2 3 13.892;
2 2 4 13.892;
2 2 5 13.892;
2 2 6 13.892;
2 2 7 13.892;
2 2 8 13.892;
2 2 9 13.892;
2 2 10 13.892;
3 1 1 23.112;
3 1 2 23.112;
3 1 3 23.112;
3 1 4 23.112;
3 1 5 23.112;
3 1 6 23.112;
3 1 7 23.112;
3 1 8 23.112;
3 1 9 23.112;
3 1 10 23.112;
3 2 1 21.436;
3 2 2 21.436;
3 2 3 21.436;
3 2 4 21.436;
3 2 5 21.436;
3 2 6 21.436;
3 2 7 21.436;
3 2 8 21.436;
3 2 9 21.436;
3 2 10 21.436;
4 1 1 22.68;
4 1 2 22.68;
4 1 3 22.68;
4 1 4 22.68;
4 1 5 22.68;
4 1 6 22.68;
4 1 7 22.68;
4 1 8 22.68;
4 1 9 22.68;
4 1 10 22.68;
