###################################################
# Classe 26 : K = 6, M = 2, T = 12, N = 10
# Exemplo: 1.   Nome do arquivo: c26ex01.dat          Semente: 6838

global Q1 = 1e5
global Q2 = 1e5
#-----------------------Parâmetros----------------------
global K = 6 # Gramaturas
global M = 2 # Bobinas mestres (máquinas)
global T = 12 # Períodos
global N = 10 # Itens

global L = [540, 460] # Larguras das bobinas mestres

global l = [55, 70, 79, 86, 115, 120, 127, 134, 139, 149] # Larguras dos itens

global rho = [2.0, 2.0, 2.0, 2.0, 2.0, 2.0] # Peso específico da bobina mestre

global b = [1080.0 920.0; 1080.0 920.0; 1080.0 920.0; 1080.0 920.0; 1080.0 920.0; 1080.0 920.0] # Peso total da bobina mestre
#-----------------------Custos----------------------

# Custo de produção da bobina mestre
global c_x = [
1 1 1 24.3;
1 1 2 24.3;
1 1 3 24.3;
1 1 4 24.3;
1 1 5 24.3;
1 1 6 24.3;
1 1 7 24.3;
1 1 8 24.3;
1 1 9 24.3;
1 1 10 24.3;
1 1 11 24.3;
1 1 12 24.3;
1 2 1 19.136;
1 2 2 19.136;
1 2 3 19.136;
1 2 4 19.136;
1 2 5 19.136;
1 2 6 19.136;
1 2 7 19.136;
1 2 8 19.136;
1 2 9 19.136;
1 2 10 19.136;
1 2 11 19.136;
1 2 12 19.136;
2 1 1 19.332;
2 1 2 19.332;
2 1 3 19.332;
2 1 4 19.332;
2 1 5 19.332;
2 1 6 19.332;
2 1 7 19.332;
2 1 8 19.332;
2 1 9 19.332;
2 1 10 19.332;
2 1 11 19.332;
2 1 12 19.332;
2 2 1 19.412;
2 2 2 19.412;
2 2 3 19.412;
2 2 4 19.412;
2 2 5 19.412;
2 2 6 19.412;
2 2 7 19.412;
2 2 8 19.412;
2 2 9 19.412;
2 2 10 19.412;
2 2 11 19.412;
2 2 12 19.412;
3 1 1 18.252;
3 1 2 18.252;
3 1 3 18.252;
3 1 4 18.252;
3 1 5 18.252;
3 1 6 18.252;
3 1 7 18.252;
3 1 8 18.252;
3 1 9 18.252;
3 1 10 18.252;
3 1 11 18.252;
3 1 12 18.252;
3 2 1 18.4;
3 2 2 18.4;
3 2 3 18.4;
3 2 4 18.4;
3 2 5 18.4;
3 2 6 18.4;
3 2 7 18.4;
3 2 8 18.4;
3 2 9 18.4;
3 2 10 18.4;
