###################################################
# Classe 17 : K = 4, M = 2, T = 12, N = 10
# Exemplo: 8.   Nome do arquivo: c17ex08.dat          Semente: 6548

global Q1 = 1e5
global Q2 = 1e5
#-----------------------Parâmetros----------------------
global K = 4 # Gramaturas
global M = 2 # Bobinas mestres (máquinas)
global T = 12 # Períodos
global N = 10 # Itens

global L = [540, 460] # Larguras das bobinas mestres

global l = [57, 74, 90, 90, 96, 114, 116, 124, 129, 144] # Larguras dos itens

global rho = [2.0, 2.0, 2.0, 2.0] # Peso específico da bobina mestre

global b = [1080.0 920.0; 1080.0 920.0; 1080.0 920.0; 1080.0 920.0] # Peso total da bobina mestre
#-----------------------Custos----------------------

# Custo de produção da bobina mestre
global c_x = [
1 1 1 16.524;
1 1 2 16.524;
1 1 3 16.524;
1 1 4 16.524;
1 1 5 16.524;
1 1 6 16.524;
1 1 7 16.524;
1 1 8 16.524;
1 1 9 16.524;
1 1 10 16.524;
1 1 11 16.524;
1 1 12 16.524;
1 2 1 13.799;
1 2 2 13.799;
1 2 3 13.799;
1 2 4 13.799;
1 2 5 13.799;
1 2 6 13.799;
1 2 7 13.799;
1 2 8 13.799;
1 2 9 13.799;
1 2 10 13.799;
1 2 11 13.799;
1 2 12 13.799;
2 1 1 23.22;
2 1 2 23.22;
2 1 3 23.22;
2 1 4 23.22;
2 1 5 23.22;
2 1 6 23.22;
2 1 7 23.22;
2 1 8 23.22;
2 1 9 23.22;
2 1 10 23.22;
2 1 11 23.22;
2 1 12 23.22;
2 2 1 18.584;
2 2 2 18.584;
2 2 3 18.584;
2 2 4 18.584;
2 2 5 18.584;
2 2 6 18.584;
2 2 7 18.584;
2 2 8 18.584;
2 2 9 18.584;
2 2 10 18.584;
2 2 11 18.584;
2 2 12 18.584;
3 1 1 20.628;
3 1 2 20.628;
3 1 3 20.628;
3 1 4 20.628;
3 1 5 20.628;
3 1 6 20.628;
3 1 7 20.628;
3 1 8 20.628;
3 1 9 20.628;
3 1 10 20.628;
3 1 11 20.628;
3 1 12 20.628;
3 2 1 19.872;
3 2 2 19.872;
3 2 3 19.872;
3 2 4 19.872;
3 2 5 19.872;
3 2 6 19.872;
3 2 7 19.872;
3 2 8 19.872;
3 2 9 19.872;
3 2 10 19.872;
3 2 11 19.872;
3 2 12 19.872;
4 1 1 22.572;
