###################################################
# Classe 24 : K = 6, M = 2, T = 10, N = 20
# Exemplo: 8.   Nome do arquivo: c24ex08.dat          Semente: 6548

global Q1 = 1e5
global Q2 = 1e5
#-----------------------Parâmetros----------------------
global K = 6 # Gramaturas
global M = 2 # Bobinas mestres (máquinas)
global T = 10 # Períodos
global N = 20 # Itens

global L = [540, 460] # Larguras das bobinas mestres

global l = [50, 53, 57, 74, 90, 90, 91, 96, 102, 108, 109, 114, 115, 116, 116, 124, 128, 129, 130, 144] # Larguras dos itens

global rho = [2.0, 2.0, 2.0, 2.0, 2.0, 2.0] # Peso específico da bobina mestre

global b = [1080.0 920.0; 1080.0 920.0; 1080.0 920.0; 1080.0 920.0; 1080.0 920.0; 1080.0 920.0] # Peso total da bobina mestre
#-----------------------Custos----------------------

# Custo de produção da bobina mestre
global c_x = [
1 1 1 16.848;
1 1 2 16.848;
1 1 3 16.848;
1 1 4 16.848;
1 1 5 16.848;
1 1 6 16.848;
1 1 7 16.848;
1 1 8 16.848;
1 1 9 16.848;
1 1 10 16.848;
1 2 1 17.572;
1 2 2 17.572;
1 2 3 17.572;
1 2 4 17.572;
1 2 5 17.572;
1 2 6 17.572;
1 2 7 17.572;
1 2 8 17.572;
1 2 9 17.572;
1 2 10 17.572;
2 1 1 21.06;
2 1 2 21.06;
2 1 3 21.06;
2 1 4 21.06;
2 1 5 21.06;
2 1 6 21.06;
2 1 7 21.06;
2 1 8 21.06;
2 1 9 21.06;
2 1 10 21.06;
2 2 1 15.088;
2 2 2 15.088;
2 2 3 15.088;
2 2 4 15.088;
2 2 5 15.088;
2 2 6 15.088;
2 2 7 15.088;
2 2 8 15.088;
2 2 9 15.088;
2 2 10 15.088;
3 1 1 18.9;
3 1 2 18.9;
3 1 3 18.9;
3 1 4 18.9;
3 1 5 18.9;
3 1 6 18.9;
3 1 7 18.9;
3 1 8 18.9;
3 1 9 18.9;
3 1 10 18.9;
3 2 1 21.804;
3 2 2 21.804;
3 2 3 21.804;
3 2 4 21.804;
3 2 5 21.804;
3 2 6 21.804;
3 2 7 21.804;
3 2 8 21.804;
3 2 9 21.804;
3 2 10 21.804;
4 1 1 19.872;
4 1 2 19.872;
4 1 3 19.872;
4 1 4 19.872;
4 1 5 19.872;
4 1 6 19.872;
4 1 7 19.872;
