###################################################
# Classe 4 : K = 2, M = 2, T = 10, N = 5
# Exemplo: 9.   c4ex09.dat          Semente: 4999
#-----------------------Dados----------------------
global K = 2
global M = 2
global T = 10
global N = 5

global L = [540, 460]

global l = [59, 68, 82, 86, 96]

global Q1 = 1e5
global Q2 = 1e5

global rho = [2.0, 2.0]

global b = [1080.0 920.0; 1080.0 920.0]

global f = [50.76 43.24; 50.76 43.24]

global c_km = [43.2 42.32; 36.72 24.84]

global p_km = [4.709 4.613; 4.002 2.708]

global c_x = [
1 1 1 22.355;
1 1 2 22.355;
1 1 3 22.355;
1 1 4 22.355;
1 1 5 22.355;
1 1 6 22.355;
1 1 7 22.355;
1 1 8 22.355;
1 1 9 22.355;
1 1 10 22.355;
1 2 1 22.08;
1 2 2 22.08;
1 2 3 22.08;
1 2 4 22.08;
1 2 5 22.08;
1 2 6 22.08;
1 2 7 22.08;
1 2 8 22.08;
1 2 9 22.08;
1 2 10 22.08;
2 1 1 18.36;
2 1 2 18.36;
2 1 3 18.36;
2 1 4 18.36;
2 1 5 18.36;
2 1 6 18.36;
2 1 7 18.36;
2 1 8 18.36;
2 1 9 18.36;
2 1 10 18.36;
2 2 1 19.412;
2 2 2 19.412;
2 2 3 19.412;
2 2 4 19.412;
2 2 5 19.412;
2 2 6 19.412;
2 2 7 19.412;
2 2 8 19.412;
2 2 9 19.412;
2 2 10 19.412;
]

global c_z = [
1 1 1 0.961;
1 1 2 0.961;
1 1 3 0.961;
1 1 4 0.961;
1 1 5 0.961;
1 1 6 0.961;
1 1 7 0.961;
1 1 8 0.961;
1 1 9 0.961;
1 1 10 0.961;
1 2 1 0.773;
1 2 2 0.773;
1 2 3 0.773;
1 2 4 0.773;
1 2 5 0.773;
1 2 6 0.773;
1 2 7 0.773;
1 2 8 0.773;
1 2 9 0.773;
1 2 10 0.773;
2 1 1 0.716;
2 1 2 0.716;
2 1 3 0.716;
2 1 4 0.716;
2 1 5 0.716;
2 1 6 0.716;
2 1 7 0.716;
2 1 8 0.716;
2 1 9 0.716;
2 1 10 0.716;
2 2 1 0.874;
2 2 2 0.874;
2 2 3 0.874;
2 2 4 0.874;
2 2 5 0.874;
2 2 6 0.874;
2 2 7 0.874;
2 2 8 0.874;
2 2 9 0.874;
2 2 10 0.874;
]

global c_y = [
1 1 1 3.13;
1 1 2 3.13;
1 1 3 3.13;
1 1 4 3.13;
1 1 5 3.13;
1 1 6 3.13;
1 1 7 3.13;
1 1 8 3.13;
1 1 9 3.13;
1 1 10 3.13;
1 2 1 3.091;
1 2 2 3.091;
1 2 3 3.091;
1 2 4 3.091;
1 2 5 3.091;
1 2 6 3.091;
1 2 7 3.091;
1 2 8 3.091;
1 2 9 3.091;
1 2 10 3.091;
2 1 1 2.387;
2 1 2 2.387;
2 1 3 2.387;
2 1 4 2.387;
2 1 5 2.387;
2 1 6 2.387;
2 1 7 2.387;
2 1 8 2.387;
2 1 9 2.387;
2 1 10 2.387;
2 2 1 2.912;
2 2 2 2.912;
2 2 3 2.912;
2 2 4 2.912;
2 2 5 2.912;
2 2 6 2.912;
2 2 7 2.912;
2 2 8 2.912;
2 2 9 2.912;
2 2 10 2.912;
]

global c_sc = [
1 1 1 0.128;
1 1 2 0.128;
1 1 3 0.128;
1 1 4 0.128;
1 1 5 0.128;
1 1 6 0.128;
1 1 7 0.128;
1 1 8 0.128;
1 1 9 0.128;
1 1 10 0.128;
1 2 1 0.148;
1 2 2 0.148;
1 2 3 0.148;
1 2 4 0.148;
1 2 5 0.148;
1 2 6 0.148;
1 2 7 0.148;
1 2 8 0.148;
1 2 9 0.148;
1 2 10 0.148;
2 1 1 0.119;
2 1 2 0.119;
2 1 3 0.119;
2 1 4 0.119;
2 1 5 0.119;
2 1 6 0.119;
2 1 7 0.119;
2 1 8 0.119;
2 1 9 0.119;
2 1 10 0.119;
2 2 1 0.105;
2 2 2 0.105;
2 2 3 0.105;
2 2 4 0.105;
2 2 5 0.105;
2 2 6 0.105;
2 2 7 0.105;
2 2 8 0.105;
2 2 9 0.105;
2 2 10 0.105;
]

global c_w = [
1 1 1 0.469;
1 1 2 0.469;
1 1 3 0.469;
1 1 4 0.469;
1 1 5 0.469;
1 1 6 0.469;
1 1 7 0.469;
1 1 8 0.469;
1 1 9 0.469;
1 1 10 0.469;
1 2 1 0.375;
1 2 2 0.375;
1 2 3 0.375;
1 2 4 0.375;
1 2 5 0.375;
1 2 6 0.375;
1 2 7 0.375;
1 2 8 0.375;
1 2 9 0.375;
1 2 10 0.375;
2 1 1 0.367;
2 1 2 0.367;
2 1 3 0.367;
2 1 4 0.367;
2 1 5 0.367;
2 1 6 0.367;
2 1 7 0.367;
2 1 8 0.367;
2 1 9 0.367;
2 1 10 0.367;
2 2 1 0.466;
2 2 2 0.466;
2 2 3 0.466;
2 2 4 0.466;
2 2 5 0.466;
2 2 6 0.466;
2 2 7 0.466;
2 2 8 0.466;
2 2 9 0.466;
2 2 10 0.466;
]

global c_e = [
1 1 1 0.049479332273449916;
1 1 2 0.04354181240063593;
1 1 3 0.03958346581875994;
1 1 4 0.0593751987281399;
1 1 5 0.049479332273449916;
1 1 6 0.03958346581875994;
1 1 7 0.042552225755166935;
1 1 8 0.05541685214626392;
1 1 9 0.04057305246422893;
1 1 10 0.04750015898251193;
1 2 1 0.04785777027027027;
1 2 2 0.050787837837837836;
1 2 3 0.055671283783783776;
1 2 4 0.05860135135135135;
1 2 5 0.050787837837837836;
1 2 6 0.04883445945945946;
1 2 7 0.042974324324324326;
1 2 8 0.046881081081081084;
1 2 9 0.046881081081081084;
1 2 10 0.05860135135135135;
2 1 1 0.05588648648648649;
2 1 2 0.050183783783783784;
2 1 3 0.04904324324324324;
2 1 4 0.05702702702702703;
2 1 5 0.04562162162162162;
2 1 6 0.059308108108108104;
2 1 7 0.04904324324324324;
2 1 8 0.059308108108108104;
2 1 9 0.06843243243243242;
2 1 10 0.06272972972972973;
2 2 1 0.04502702702702703;
2 2 2 0.0461527027027027;
2 2 3 0.06191216216216217;
2 2 4 0.05966081081081081;
2 2 5 0.06416351351351351;
2 2 6 0.06191216216216217;
2 2 7 0.056283783783783785;
2 2 8 0.04952972972972973;
2 2 9 0.0461527027027027;
2 2 10 0.06303783783783784;
3 1 1 0.07151860095389508;
3 1 2 0.05501430842607314;
3 1 3 0.07702003179650238;
3 1 4 0.06739252782193958;
3 1 5 0.0783953895071542;
3 1 6 0.06739252782193958;
3 1 7 0.056389666136724956;
3 1 8 0.07702003179650238;
3 1 9 0.06189109697933227;
3 1 10 0.07702003179650238;
3 2 1 0.08008851351351351;
3 2 2 0.0665141891891892;
3 2 3 0.08144594594594594;
3 2 4 0.07194391891891892;
3 2 5 0.05701216216216216;
3 2 6 0.08008851351351351;
3 2 7 0.06922905405405405;
3 2 8 0.05701216216216216;
3 2 9 0.054297297297297306;
3 2 10 0.07601621621621622;
4 1 1 0.07933465818759937;
4 1 2 0.05769793322734499;
4 1 3 0.06491017488076312;
4 1 4 0.07644976152623212;
4 1 5 0.060582829888712234;
4 1 6 0.06923751987281399;
4 1 7 0.07356486486486487;
4 1 8 0.07356486486486487;
