###################################################
# Classe 16 : K = 4, M = 2, T = 12, N = 5
# Exemplo: 3.   Nome do arquivo: c16ex03.dat          Semente: 3024

global Q1 = 1e5
global Q2 = 1e5
#-----------------------Parâmetros----------------------
global K = 4 # Gramaturas
global M = 2 # Bobinas mestres (máquinas)
global T = 12 # Períodos
global N = 5 # Itens

global L = [540, 460] # Larguras das bobinas mestres

global l = [59, 65, 87, 108, 114] # Larguras dos itens

global rho = [2.0, 2.0, 2.0, 2.0] # Peso específico da bobina mestre

global b = [1080.0 920.0; 1080.0 920.0; 1080.0 920.0; 1080.0 920.0] # Peso total da bobina mestre
#-----------------------Custos----------------------

# Custo de produção da bobina mestre
global c_x = [
1 1 1 19.008;
1 1 2 19.008;
1 1 3 19.008;
1 1 4 19.008;
1 1 5 19.008;
1 1 6 19.008;
1 1 7 19.008;
1 1 8 19.008;
1 1 9 19.008;
1 1 10 19.008;
1 1 11 19.008;
1 1 12 19.008;
1 2 1 17.572;
1 2 2 17.572;
1 2 3 17.572;
1 2 4 17.572;
1 2 5 17.572;
1 2 6 17.572;
1 2 7 17.572;
1 2 8 17.572;
1 2 9 17.572;
1 2 10 17.572;
1 2 11 17.572;
1 2 12 17.572;
2 1 1 21.816;
2 1 2 21.816;
2 1 3 21.816;
2 1 4 21.816;
2 1 5 21.816;
2 1 6 21.816;
2 1 7 21.816;
2 1 8 21.816;
2 1 9 21.816;
2 1 10 21.816;
2 1 11 21.816;
2 1 12 21.816;
2 2 1 16.744;
2 2 2 16.744;
2 2 3 16.744;
2 2 4 16.744;
2 2 5 16.744;
2 2 6 16.744;
2 2 7 16.744;
2 2 8 16.744;
2 2 9 16.744;
2 2 10 16.744;
2 2 11 16.744;
2 2 12 16.744;
3 1 1 23.976;
3 1 2 23.976;
3 1 3 23.976;
3 1 4 23.976;
3 1 5 23.976;
3 1 6 23.976;
3 1 7 23.976;
3 1 8 23.976;
3 1 9 23.976;
3 1 10 23.976;
3 1 11 23.976;
3 1 12 23.976;
3 2 1 14.72;
3 2 2 14.72;
3 2 3 14.72;
3 2 4 14.72;
3 2 5 14.72;
3 2 6 14.72;
3 2 7 14.72;
3 2 8 14.72;
3 2 9 14.72;
3 2 10 14.72;
3 2 11 14.72;
3 2 12 14.72;
4 1 1 19.764;
4 1 2 19.764;
