###################################################
# Classe 13 : K = 4, M = 2, T = 10, N = 5
# Exemplo: 2.   Nome do arquivo: c13ex02.dat          Semente: 4837

global Q1 = 1e5
global Q2 = 1e5
#-----------------------Parâmetros----------------------
global K = 4 # Gramaturas
global M = 2 # Bobinas mestres (máquinas)
global T = 10 # Períodos
global N = 5 # Itens

global L = [540, 460] # Larguras das bobinas mestres

global l = [83, 86, 91, 110, 114] # Larguras dos itens

global rho = [2.0, 2.0, 2.0, 2.0] # Peso específico da bobina mestre

global b = [1080.0 920.0; 1080.0 920.0; 1080.0 920.0; 1080.0 920.0] # Peso total da bobina mestre
#-----------------------Custos----------------------

# Custo de produção da bobina mestre
global c_x = [
1 1 1 19.764;
1 1 2 19.764;
1 1 3 19.764;
1 1 4 19.764;
1 1 5 19.764;
1 1 6 19.764;
1 1 7 19.764;
1 1 8 19.764;
1 1 9 19.764;
1 1 10 19.764;
1 2 1 22.448;
1 2 2 22.448;
1 2 3 22.448;
1 2 4 22.448;
1 2 5 22.448;
1 2 6 22.448;
1 2 7 22.448;
1 2 8 22.448;
1 2 9 22.448;
1 2 10 22.448;
2 1 1 25.704;
2 1 2 25.704;
2 1 3 25.704;
2 1 4 25.704;
2 1 5 25.704;
2 1 6 25.704;
2 1 7 25.704;
2 1 8 25.704;
2 1 9 25.704;
2 1 10 25.704;
2 2 1 17.204;
2 2 2 17.204;
2 2 3 17.204;
2 2 4 17.204;
2 2 5 17.204;
2 2 6 17.204;
2 2 7 17.204;
2 2 8 17.204;
2 2 9 17.204;
2 2 10 17.204;
3 1 1 20.412;
3 1 2 20.412;
3 1 3 20.412;
3 1 4 20.412;
3 1 5 20.412;
3 1 6 20.412;
3 1 7 20.412;
3 1 8 20.412;
3 1 9 20.412;
3 1 10 20.412;
3 2 1 21.436;
3 2 2 21.436;
3 2 3 21.436;
3 2 4 21.436;
3 2 5 21.436;
3 2 6 21.436;
3 2 7 21.436;
3 2 8 21.436;
3 2 9 21.436;
3 2 10 21.436;
4 1 1 21.492;
4 1 2 21.492;
4 1 3 21.492;
4 1 4 21.492;
4 1 5 21.492;
4 1 6 21.492;
4 1 7 21.492;
4 1 8 21.492;
4 1 9 21.492;
4 1 10 21.492;
4 2 1 21.988;
4 2 2 21.988;
4 2 3 21.988;
4 2 4 21.988;
