###################################################
# Classe 24 : K = 6, M = 2, T = 10, N = 20
# Exemplo: 5.   Nome do arquivo: c24ex05.dat          Semente: 2000

global Q1 = 1e5
global Q2 = 1e5
#-----------------------Parâmetros----------------------
global K = 6 # Gramaturas
global M = 2 # Bobinas mestres (máquinas)
global T = 10 # Períodos
global N = 20 # Itens

global L = [540, 460] # Larguras das bobinas mestres

global l = [50, 54, 69, 80, 80, 81, 81, 87, 98, 108, 121, 126, 129, 130, 134, 142, 145, 145, 149, 150] # Larguras dos itens

global rho = [2.0, 2.0, 2.0, 2.0, 2.0, 2.0] # Peso específico da bobina mestre

global b = [1080.0 920.0; 1080.0 920.0; 1080.0 920.0; 1080.0 920.0; 1080.0 920.0; 1080.0 920.0] # Peso total da bobina mestre
#-----------------------Custos----------------------

# Custo de produção da bobina mestre
global c_x = [
1 1 1 19.439;
1 1 2 19.439;
1 1 3 19.439;
1 1 4 19.439;
1 1 5 19.439;
1 1 6 19.439;
1 1 7 19.439;
1 1 8 19.439;
1 1 9 19.439;
1 1 10 19.439;
1 2 1 14.168;
1 2 2 14.168;
1 2 3 14.168;
1 2 4 14.168;
1 2 5 14.168;
1 2 6 14.168;
1 2 7 14.168;
1 2 8 14.168;
1 2 9 14.168;
1 2 10 14.168;
2 1 1 19.764;
2 1 2 19.764;
2 1 3 19.764;
2 1 4 19.764;
2 1 5 19.764;
2 1 6 19.764;
2 1 7 19.764;
2 1 8 19.764;
2 1 9 19.764;
2 1 10 19.764;
2 2 1 20.24;
2 2 2 20.24;
2 2 3 20.24;
2 2 4 20.24;
2 2 5 20.24;
2 2 6 20.24;
2 2 7 20.24;
2 2 8 20.24;
2 2 9 20.24;
2 2 10 20.24;
3 1 1 24.192;
3 1 2 24.192;
3 1 3 24.192;
3 1 4 24.192;
3 1 5 24.192;
3 1 6 24.192;
3 1 7 24.192;
3 1 8 24.192;
3 1 9 24.192;
3 1 10 24.192;
3 2 1 20.056;
3 2 2 20.056;
3 2 3 20.056;
3 2 4 20.056;
3 2 5 20.056;
3 2 6 20.056;
3 2 7 20.056;
3 2 8 20.056;
3 2 9 20.056;
3 2 10 20.056;
4 1 1 20.087;
4 1 2 20.087;
4 1 3 20.087;
4 1 4 20.087;
4 1 5 20.087;
4 1 6 20.087;
4 1 7 20.087;
