###################################################
# Classe 5 : K = 2, M = 2, T = 10, N = 10
# Exemplo: 5.   c5ex05.dat          Semente: 9789
#-----------------------Dados----------------------
global K = 2
global M = 2
global T = 10
global N = 10

global L = [540, 460]

global l = [51, 79, 87, 91, 109, 120, 121, 126, 146, 146]

global Q1 = 1e5
global Q2 = 1e5

global rho = [2.0, 2.0]

global b = [1080.0 920.0; 1080.0 920.0]

global f = [21.6 18.4; 21.6 18.4]

global c_km = [48.6 32.2; 45.36 20.24]

global p_km = [6.367 4.218; 5.942 2.651]

global c_x = [
1 1 1 26.46;
1 1 2 26.46;
1 1 3 26.46;
1 1 4 26.46;
1 1 5 26.46;
1 1 6 26.46;
1 1 7 26.46;
1 1 8 26.46;
1 1 9 26.46;
1 1 10 26.46;
1 2 1 14.351;
1 2 2 14.351;
1 2 3 14.351;
1 2 4 14.351;
1 2 5 14.351;
1 2 6 14.351;
1 2 7 14.351;
1 2 8 14.351;
1 2 9 14.351;
1 2 10 14.351;
2 1 1 18.144;
2 1 2 18.144;
2 1 3 18.144;
2 1 4 18.144;
2 1 5 18.144;
2 1 6 18.144;
2 1 7 18.144;
2 1 8 18.144;
2 1 9 18.144;
2 1 10 18.144;
2 2 1 20.424;
2 2 2 20.424;
2 2 3 20.424;
2 2 4 20.424;
2 2 5 20.424;
2 2 6 20.424;
2 2 7 20.424;
2 2 8 20.424;
2 2 9 20.424;
2 2 10 20.424;
]

global c_z = [
1 1 1 0.794;
1 1 2 0.794;
1 1 3 0.794;
1 1 4 0.794;
1 1 5 0.794;
1 1 6 0.794;
1 1 7 0.794;
1 1 8 0.794;
1 1 9 0.794;
1 1 10 0.794;
1 2 1 0.718;
1 2 2 0.718;
1 2 3 0.718;
1 2 4 0.718;
1 2 5 0.718;
1 2 6 0.718;
1 2 7 0.718;
1 2 8 0.718;
1 2 9 0.718;
1 2 10 0.718;
2 1 1 0.816;
2 1 2 0.816;
2 1 3 0.816;
2 1 4 0.816;
2 1 5 0.816;
2 1 6 0.816;
2 1 7 0.816;
2 1 8 0.816;
2 1 9 0.816;
2 1 10 0.816;
2 2 1 0.94;
2 2 2 0.94;
2 2 3 0.94;
2 2 4 0.94;
2 2 5 0.94;
2 2 6 0.94;
2 2 7 0.94;
2 2 8 0.94;
2 2 9 0.94;
2 2 10 0.94;
]

global c_y = [
1 1 1 3.969;
1 1 2 3.969;
1 1 3 3.969;
1 1 4 3.969;
1 1 5 3.969;
1 1 6 3.969;
1 1 7 3.969;
1 1 8 3.969;
1 1 9 3.969;
1 1 10 3.969;
1 2 1 1.866;
1 2 2 1.866;
1 2 3 1.866;
1 2 4 1.866;
1 2 5 1.866;
1 2 6 1.866;
1 2 7 1.866;
1 2 8 1.866;
1 2 9 1.866;
1 2 10 1.866;
2 1 1 2.177;
2 1 2 2.177;
2 1 3 2.177;
2 1 4 2.177;
2 1 5 2.177;
2 1 6 2.177;
2 1 7 2.177;
2 1 8 2.177;
2 1 9 2.177;
2 1 10 2.177;
2 2 1 3.064;
2 2 2 3.064;
2 2 3 3.064;
2 2 4 3.064;
2 2 5 3.064;
2 2 6 3.064;
2 2 7 3.064;
2 2 8 3.064;
2 2 9 3.064;
2 2 10 3.064;
]

global c_sc = [
1 1 1 0.151;
1 1 2 0.151;
1 1 3 0.151;
1 1 4 0.151;
1 1 5 0.151;
1 1 6 0.151;
1 1 7 0.151;
1 1 8 0.151;
1 1 9 0.151;
1 1 10 0.151;
1 2 1 0.09;
1 2 2 0.09;
1 2 3 0.09;
1 2 4 0.09;
1 2 5 0.09;
1 2 6 0.09;
1 2 7 0.09;
1 2 8 0.09;
1 2 9 0.09;
1 2 10 0.09;
2 1 1 0.094;
2 1 2 0.094;
2 1 3 0.094;
2 1 4 0.094;
2 1 5 0.094;
2 1 6 0.094;
2 1 7 0.094;
2 1 8 0.094;
2 1 9 0.094;
2 1 10 0.094;
2 2 1 0.119;
2 2 2 0.119;
2 2 3 0.119;
2 2 4 0.119;
2 2 5 0.119;
2 2 6 0.119;
2 2 7 0.119;
2 2 8 0.119;
2 2 9 0.119;
2 2 10 0.119;
]

global c_w = [
1 1 1 0.265;
1 1 2 0.265;
1 1 3 0.265;
1 1 4 0.265;
1 1 5 0.265;
1 1 6 0.265;
1 1 7 0.265;
1 1 8 0.265;
1 1 9 0.265;
1 1 10 0.265;
1 2 1 0.172;
1 2 2 0.172;
1 2 3 0.172;
1 2 4 0.172;
1 2 5 0.172;
1 2 6 0.172;
1 2 7 0.172;
1 2 8 0.172;
1 2 9 0.172;
