###################################################
# Classe 4 : K = 2, M = 2, T = 10, N = 5
# Exemplo: 10.   c4ex10.dat          Semente: 5372
#-----------------------Dados----------------------
global K = 2
global M = 2
global T = 10
global N = 5

global L = [540, 460]

global l = [71, 95, 101, 109, 144]

global Q1 = 1e5
global Q2 = 1e5

global rho = [2.0, 2.0]

global b = [1080.0 920.0; 1080.0 920.0]

global f = [11.88 10.12; 11.88 10.12]

global c_km = [37.8 41.4; 43.2 25.76]

global p_km = [4.082 4.471; 4.666 2.782]

global c_x = [
1 1 1 16.308;
1 1 2 16.308;
1 1 3 16.308;
1 1 4 16.308;
1 1 5 16.308;
1 1 6 16.308;
1 1 7 16.308;
1 1 8 16.308;
1 1 9 16.308;
1 1 10 16.308;
1 2 1 15.272;
1 2 2 15.272;
1 2 3 15.272;
1 2 4 15.272;
1 2 5 15.272;
1 2 6 15.272;
1 2 7 15.272;
1 2 8 15.272;
1 2 9 15.272;
1 2 10 15.272;
2 1 1 23.544;
2 1 2 23.544;
2 1 3 23.544;
2 1 4 23.544;
2 1 5 23.544;
2 1 6 23.544;
2 1 7 23.544;
2 1 8 23.544;
2 1 9 23.544;
2 1 10 23.544;
2 2 1 22.355;
2 2 2 22.355;
2 2 3 22.355;
2 2 4 22.355;
2 2 5 22.355;
2 2 6 22.355;
2 2 7 22.355;
2 2 8 22.355;
2 2 9 22.355;
2 2 10 22.355;
]

global c_z = [
1 1 1 0.636;
1 1 2 0.636;
1 1 3 0.636;
1 1 4 0.636;
1 1 5 0.636;
1 1 6 0.636;
1 1 7 0.636;
1 1 8 0.636;
1 1 9 0.636;
1 1 10 0.636;
1 2 1 0.687;
1 2 2 0.687;
1 2 3 0.687;
1 2 4 0.687;
1 2 5 0.687;
1 2 6 0.687;
1 2 7 0.687;
1 2 8 0.687;
1 2 9 0.687;
1 2 10 0.687;
2 1 1 1.13;
2 1 2 1.13;
2 1 3 1.13;
2 1 4 1.13;
2 1 5 1.13;
2 1 6 1.13;
2 1 7 1.13;
2 1 8 1.13;
2 1 9 1.13;
2 1 10 1.13;
2 2 1 0.671;
2 2 2 0.671;
2 2 3 0.671;
2 2 4 0.671;
2 2 5 0.671;
2 2 6 0.671;
2 2 7 0.671;
2 2 8 0.671;
2 2 9 0.671;
2 2 10 0.671;
]

global c_y = [
1 1 1 2.12;
1 1 2 2.12;
1 1 3 2.12;
1 1 4 2.12;
1 1 5 2.12;
1 1 6 2.12;
1 1 7 2.12;
1 1 8 2.12;
1 1 9 2.12;
1 1 10 2.12;
1 2 1 1.833;
1 2 2 1.833;
1 2 3 1.833;
1 2 4 1.833;
1 2 5 1.833;
1 2 6 1.833;
1 2 7 1.833;
1 2 8 1.833;
1 2 9 1.833;
1 2 10 1.833;
2 1 1 3.532;
2 1 2 3.532;
2 1 3 3.532;
2 1 4 3.532;
2 1 5 3.532;
2 1 6 3.532;
2 1 7 3.532;
2 1 8 3.532;
2 1 9 3.532;
2 1 10 3.532;
2 2 1 2.459;
2 2 2 2.459;
2 2 3 2.459;
2 2 4 2.459;
2 2 5 2.459;
2 2 6 2.459;
2 2 7 2.459;
2 2 8 2.459;
2 2 9 2.459;
2 2 10 2.459;
]

global c_sc = [
1 1 1 0.095;
1 1 2 0.095;
1 1 3 0.095;
1 1 4 0.095;
1 1 5 0.095;
1 1 6 0.095;
1 1 7 0.095;
1 1 8 0.095;
1 1 9 0.095;
1 1 10 0.095;
1 2 1 0.059;
1 2 2 0.059;
1 2 3 0.059;
1 2 4 0.059;
1 2 5 0.059;
1 2 6 0.059;
1 2 7 0.059;
1 2 8 0.059;
1 2 9 0.059;
1 2 10 0.059;
2 1 1 0.106;
2 1 2 0.106;
2 1 3 0.106;
2 1 4 0.106;
2 1 5 0.106;
2 1 6 0.106;
2 1 7 0.106;
2 1 8 0.106;
2 1 9 0.106;
2 1 10 0.106;
2 2 1 0.089;
2 2 2 0.089;
2 2 3 0.089;
2 2 4 0.089;
2 2 5 0.089;
2 2 6 0.089;
2 2 7 0.089;
2 2 8 0.089;
2 2 9 0.089;
2 2 10 0.089;
]

global c_w = [
1 1 1 0.245;
1 1 2 0.245;
1 1 3 0.245;
1 1 4 0.245;
1 1 5 0.245;
1 1 6 0.245;
1 1 7 0.245;
1 1 8 0.245;
1 1 9 0.245;
1 1 10 0.245;
1 2 1 0.275;
1 2 2 0.275;
1 2 3 0.275;
1 2 4 0.275;
1 2 5 0.275;
1 2 6 0.275;
1 2 7 0.275;
1 2 8 0.275;
1 2 9 0.275;
1 2 10 0.275;
2 1 1 0.589;
2 1 2 0.589;
2 1 3 0.589;
2 1 4 0.589;
2 1 5 0.589;
2 1 6 0.589;
2 1 7 0.589;
2 1 8 0.589;
2 1 9 0.589;
2 1 10 0.589;
2 2 1 0.492;
2 2 2 0.492;
2 2 3 0.492;
2 2 4 0.492;
2 2 5 0.492;
2 2 6 0.492;
2 2 7 0.492;
2 2 8 0.492;
2 2 9 0.492;
2 2 10 0.492;
]

global c_e = [
1 1 1 0.03668521462639109;
1 1 2 0.03521780604133545;
1 1 3 0.03448410174880763;
1 1 4 0.03815262321144674;
1 1 5 0.04328855325914149;
1 1 6 0.035951510333863276;
1 1 7 0.033750397456279814;
1 1 8 0.033016693163751984;
1 1 9 0.03888632750397456;
1 1 10 0.04402225755166932;
1 2 1 0.08693972575516691;
1 2 2 0.0823639507154213;
1 2 3 0.06406085055643879;
1 2 4 0.06253559220985691;
1 2 5 0.09151550079491255;
1 2 6 0.06253559220985691;
1 2 7 0.061010333863275035;
1 2 8 0.08083869236883942;
1 2 9 0.06406085055643879;
1 2 10 0.08388920906200317;
2 1 1 0.05497615262321145;
2 1 2 0.04810413354531001;
2 1 3 0.04712241653418124;
2 1 4 0.05595786963434022;
2 1 5 0.05693958664546899;
2 1 6 0.040250397456279806;
2 1 7 0.05203100158982512;
2 1 8 0.04417726550079491;
2 1 9 0.05595786963434022;
2 1 10 0.05497615262321145;
