###################################################
# Classe 19 : K = 6, M = 2, T = 8, N = 5
# Exemplo: 8.   Nome do arquivo: c19ex08.dat          Semente: 3024

global Q1 = 1e5
global Q2 = 1e5
#-----------------------Parâmetros----------------------
global K = 6 # Gramaturas
global M = 2 # Bobinas mestres (máquinas)
global T = 8 # Períodos
global N = 5 # Itens

global L = [540, 460] # Larguras das bobinas mestres

global l = [59, 65, 87, 108, 114] # Larguras dos itens

global rho = [2.0, 2.0, 2.0, 2.0, 2.0, 2.0] # Peso específico da bobina mestre

global b = [1080.0 920.0; 1080.0 920.0; 1080.0 920.0; 1080.0 920.0; 1080.0 920.0; 1080.0 920.0] # Peso total da bobina mestre
#-----------------------Custos----------------------

# Custo de produção da bobina mestre
global c_x = [
1 1 1 19.008;
1 1 2 19.008;
1 1 3 19.008;
1 1 4 19.008;
1 1 5 19.008;
1 1 6 19.008;
1 1 7 19.008;
1 1 8 19.008;
1 2 1 14.72;
1 2 2 14.72;
1 2 3 14.72;
1 2 4 14.72;
1 2 5 14.72;
1 2 6 14.72;
1 2 7 14.72;
1 2 8 14.72;
2 1 1 21.816;
2 1 2 21.816;
2 1 3 21.816;
2 1 4 21.816;
2 1 5 21.816;
2 1 6 21.816;
2 1 7 21.816;
2 1 8 21.816;
2 2 1 14.443;
2 2 2 14.443;
2 2 3 14.443;
2 2 4 14.443;
2 2 5 14.443;
2 2 6 14.443;
2 2 7 14.443;
2 2 8 14.443;
3 1 1 23.976;
3 1 2 23.976;
3 1 3 23.976;
3 1 4 23.976;
3 1 5 23.976;
3 1 6 23.976;
3 1 7 23.976;
3 1 8 23.976;
3 2 1 13.799;
3 2 2 13.799;
3 2 3 13.799;
3 2 4 13.799;
3 2 5 13.799;
3 2 6 13.799;
3 2 7 13.799;
3 2 8 13.799;
4 1 1 19.764;
4 1 2 19.764;
4 1 3 19.764;
4 1 4 19.764;
4 1 5 19.764;
4 1 6 19.764;
4 1 7 19.764;
4 1 8 19.764;
4 2 1 20.056;
4 2 2 20.056;
4 2 3 20.056;
4 2 4 20.056;
4 2 5 20.056;
4 2 6 20.056;
4 2 7 20.056;
4 2 8 20.056;
5 1 1 20.628;
5 1 2 20.628;
5 1 3 20.628;
5 1 4 20.628;
5 1 5 20.628;
5 1 6 20.628;
5 1 7 20.628;
