###################################################
# Classe 13 : K = 4, M = 2, T = 10, N = 5
# Exemplo: 8.   c13ex08.dat          Semente: 2109
#-----------------------Dados----------------------
global K = 4
global M = 2
global T = 10
global N = 5

global L = [540, 460]

global l = [62, 82, 121, 131, 135]

global Q1 = 1e5
global Q2 = 1e5

global rho = [2.0, 2.0, 2.0, 2.0]

global b = [1080.0 920.0; 1080.0 920.0; 1080.0 920.0; 1080.0 920.0]

global f = [37.8 32.2; 37.8 32.2; 37.8 32.2; 37.8 32.2]

global c_km = [22.68 19.32; 51.84 27.6; 27.0 26.68; 21.6 46.0]

global p_km = [2.359 2.009; 5.391 2.87; 2.808 2.775; 2.246 4.784]

global c_x = [
1 1 1 16.632;
1 1 2 16.632;
1 1 3 16.632;
1 1 4 16.632;
1 1 5 16.632;
1 1 6 16.632;
1 1 7 16.632;
1 1 8 16.632;
1 1 9 16.632;
1 1 10 16.632;
1 2 1 14.443;
1 2 2 14.443;
1 2 3 14.443;
1 2 4 14.443;
1 2 5 14.443;
1 2 6 14.443;
1 2 7 14.443;
1 2 8 14.443;
1 2 9 14.443;
1 2 10 14.443;
2 1 1 20.844;
2 1 2 20.844;
2 1 3 20.844;
2 1 4 20.844;
2 1 5 20.844;
2 1 6 20.844;
2 1 7 20.844;
2 1 8 20.844;
2 1 9 20.844;
2 1 10 20.844;
2 2 1 18.492;
2 2 2 18.492;
2 2 3 18.492;
2 2 4 18.492;
2 2 5 18.492;
2 2 6 18.492;
2 2 7 18.492;
2 2 8 18.492;
2 2 9 18.492;
2 2 10 18.492;
3 1 1 20.52;
3 1 2 20.52;
3 1 3 20.52;
3 1 4 20.52;
3 1 5 20.52;
3 1 6 20.52;
3 1 7 20.52;
3 1 8 20.52;
3 1 9 20.52;
3 1 10 20.52;
3 2 1 14.075;
3 2 2 14.075;
3 2 3 14.075;
3 2 4 14.075;
3 2 5 14.075;
3 2 6 14.075;
3 2 7 14.075;
3 2 8 14.075;
3 2 9 14.075;
3 2 10 14.075;
4 1 1 21.816;
4 1 2 21.816;
4 1 3 21.816;
4 1 4 21.816;
4 1 5 21.816;
4 1 6 21.816;
4 1 7 21.816;
4 1 8 21.816;
4 1 9 21.816;
4 1 10 21.816;
4 2 1 16.008;
4 2 2 16.008;
4 2 3 16.008;
4 2 4 16.008;
4 2 5 16.008;
4 2 6 16.008;
4 2 7 16.008;
4 2 8 16.008;
4 2 9 16.008;
4 2 10 16.008;
]

global c_z = [
1 1 1 0.682;
1 1 2 0.682;
1 1 3 0.682;
1 1 4 0.682;
1 1 5 0.682;
1 1 6 0.682;
1 1 7 0.682;
1 1 8 0.682;
1 1 9 0.682;
1 1 10 0.682;
1 2 1 0.635;
1 2 2 0.635;
1 2 3 0.635;
1 2 4 0.635;
1 2 5 0.635;
1 2 6 0.635;
1 2 7 0.635;
1 2 8 0.635;
1 2 9 0.635;
1 2 10 0.635;
2 1 1 1.001;
2 1 2 1.001;
2 1 3 1.001;
2 1 4 1.001;
2 1 5 1.001;
2 1 6 1.001;
2 1 7 1.001;
2 1 8 1.001;
2 1 9 1.001;
2 1 10 1.001;
2 2 1 0.629;
2 2 2 0.629;
