###################################################
# Classe 24 : K = 6, M = 2, T = 10, N = 20
# Exemplo: 2.   Nome do arquivo: c24ex02.dat          Semente: 3006

global Q1 = 1e5
global Q2 = 1e5
#-----------------------Parâmetros----------------------
global K = 6 # Gramaturas
global M = 2 # Bobinas mestres (máquinas)
global T = 10 # Períodos
global N = 20 # Itens

global L = [540, 460] # Larguras das bobinas mestres

global l = [52, 64, 69, 71, 76, 84, 92, 98, 99, 100, 103, 106, 112, 119, 121, 125, 128, 139, 140, 143] # Larguras dos itens

global rho = [2.0, 2.0, 2.0, 2.0, 2.0, 2.0] # Peso específico da bobina mestre

global b = [1080.0 920.0; 1080.0 920.0; 1080.0 920.0; 1080.0 920.0; 1080.0 920.0; 1080.0 920.0] # Peso total da bobina mestre
#-----------------------Custos----------------------

# Custo de produção da bobina mestre
global c_x = [
1 1 1 17.172;
1 1 2 17.172;
1 1 3 17.172;
1 1 4 17.172;
1 1 5 17.172;
1 1 6 17.172;
1 1 7 17.172;
1 1 8 17.172;
1 1 9 17.172;
1 1 10 17.172;
1 2 1 14.075;
1 2 2 14.075;
1 2 3 14.075;
1 2 4 14.075;
1 2 5 14.075;
1 2 6 14.075;
1 2 7 14.075;
1 2 8 14.075;
1 2 9 14.075;
1 2 10 14.075;
2 1 1 23.112;
2 1 2 23.112;
2 1 3 23.112;
2 1 4 23.112;
2 1 5 23.112;
2 1 6 23.112;
2 1 7 23.112;
2 1 8 23.112;
2 1 9 23.112;
2 1 10 23.112;
2 2 1 18.308;
2 2 2 18.308;
2 2 3 18.308;
2 2 4 18.308;
2 2 5 18.308;
2 2 6 18.308;
2 2 7 18.308;
2 2 8 18.308;
2 2 9 18.308;
2 2 10 18.308;
3 1 1 22.68;
3 1 2 22.68;
3 1 3 22.68;
3 1 4 22.68;
3 1 5 22.68;
3 1 6 22.68;
3 1 7 22.68;
3 1 8 22.68;
3 1 9 22.68;
3 1 10 22.68;
3 2 1 16.192;
3 2 2 16.192;
3 2 3 16.192;
3 2 4 16.192;
3 2 5 16.192;
3 2 6 16.192;
3 2 7 16.192;
3 2 8 16.192;
3 2 9 16.192;
3 2 10 16.192;
4 1 1 16.524;
4 1 2 16.524;
4 1 3 16.524;
4 1 4 16.524;
4 1 5 16.524;
4 1 6 16.524;
4 1 7 16.524;
