###################################################
# Classe 19 : K = 6, M = 2, T = 8, N = 5
# Exemplo: 9.   Nome do arquivo: c19ex09.dat          Semente: 9994

global Q1 = 1e5
global Q2 = 1e5
#-----------------------Parâmetros----------------------
global K = 6 # Gramaturas
global M = 2 # Bobinas mestres (máquinas)
global T = 8 # Períodos
global N = 5 # Itens

global L = [540, 460] # Larguras das bobinas mestres

global l = [70, 89, 101, 104, 150] # Larguras dos itens

global rho = [2.0, 2.0, 2.0, 2.0, 2.0, 2.0] # Peso específico da bobina mestre

global b = [1080.0 920.0; 1080.0 920.0; 1080.0 920.0; 1080.0 920.0; 1080.0 920.0; 1080.0 920.0] # Peso total da bobina mestre
#-----------------------Custos----------------------

# Custo de produção da bobina mestre
global c_x = [
1 1 1 20.844;
1 1 2 20.844;
1 1 3 20.844;
1 1 4 20.844;
1 1 5 20.844;
1 1 6 20.844;
1 1 7 20.844;
1 1 8 20.844;
1 2 1 15.272;
1 2 2 15.272;
1 2 3 15.272;
1 2 4 15.272;
1 2 5 15.272;
1 2 6 15.272;
1 2 7 15.272;
1 2 8 15.272;
2 1 1 23.868;
2 1 2 23.868;
2 1 3 23.868;
2 1 4 23.868;
2 1 5 23.868;
2 1 6 23.868;
2 1 7 23.868;
2 1 8 23.868;
2 2 1 14.72;
2 2 2 14.72;
2 2 3 14.72;
2 2 4 14.72;
2 2 5 14.72;
2 2 6 14.72;
2 2 7 14.72;
2 2 8 14.72;
3 1 1 23.112;
3 1 2 23.112;
3 1 3 23.112;
3 1 4 23.112;
3 1 5 23.112;
3 1 6 23.112;
3 1 7 23.112;
3 1 8 23.112;
3 2 1 18.676;
3 2 2 18.676;
3 2 3 18.676;
3 2 4 18.676;
3 2 5 18.676;
3 2 6 18.676;
3 2 7 18.676;
3 2 8 18.676;
4 1 1 18.36;
4 1 2 18.36;
4 1 3 18.36;
4 1 4 18.36;
4 1 5 18.36;
4 1 6 18.36;
4 1 7 18.36;
4 1 8 18.36;
4 2 1 21.068;
4 2 2 21.068;
4 2 3 21.068;
4 2 4 21.068;
4 2 5 21.068;
4 2 6 21.068;
4 2 7 21.068;
4 2 8 21.068;
5 1 1 23.976;
5 1 2 23.976;
5 1 3 23.976;
5 1 4 23.976;
5 1 5 23.976;
5 1 6 23.976;
5 1 7 23.976;
