###################################################
# Classe 16 : K = 4, M = 2, T = 12, N = 5
# Exemplo: 4.   Nome do arquivo: c16ex04.dat          Semente: 9994

global Q1 = 1e5
global Q2 = 1e5
#-----------------------Parâmetros----------------------
global K = 4 # Gramaturas
global M = 2 # Bobinas mestres (máquinas)
global T = 12 # Períodos
global N = 5 # Itens

global L = [540, 460] # Larguras das bobinas mestres

global l = [70, 89, 101, 104, 150] # Larguras dos itens

global rho = [2.0, 2.0, 2.0, 2.0] # Peso específico da bobina mestre

global b = [1080.0 920.0; 1080.0 920.0; 1080.0 920.0; 1080.0 920.0] # Peso total da bobina mestre
#-----------------------Custos----------------------

# Custo de produção da bobina mestre
global c_x = [
1 1 1 20.844;
1 1 2 20.844;
1 1 3 20.844;
1 1 4 20.844;
1 1 5 20.844;
1 1 6 20.844;
1 1 7 20.844;
1 1 8 20.844;
1 1 9 20.844;
1 1 10 20.844;
1 1 11 20.844;
1 1 12 20.844;
1 2 1 20.424;
1 2 2 20.424;
1 2 3 20.424;
1 2 4 20.424;
1 2 5 20.424;
1 2 6 20.424;
1 2 7 20.424;
1 2 8 20.424;
1 2 9 20.424;
1 2 10 20.424;
1 2 11 20.424;
1 2 12 20.424;
2 1 1 23.868;
2 1 2 23.868;
2 1 3 23.868;
2 1 4 23.868;
2 1 5 23.868;
2 1 6 23.868;
2 1 7 23.868;
2 1 8 23.868;
2 1 9 23.868;
2 1 10 23.868;
2 1 11 23.868;
2 1 12 23.868;
2 2 1 21.528;
2 2 2 21.528;
2 2 3 21.528;
2 2 4 21.528;
2 2 5 21.528;
2 2 6 21.528;
2 2 7 21.528;
2 2 8 21.528;
2 2 9 21.528;
2 2 10 21.528;
2 2 11 21.528;
2 2 12 21.528;
3 1 1 23.112;
3 1 2 23.112;
3 1 3 23.112;
3 1 4 23.112;
3 1 5 23.112;
3 1 6 23.112;
3 1 7 23.112;
3 1 8 23.112;
3 1 9 23.112;
3 1 10 23.112;
3 1 11 23.112;
3 1 12 23.112;
3 2 1 15.272;
3 2 2 15.272;
3 2 3 15.272;
3 2 4 15.272;
3 2 5 15.272;
3 2 6 15.272;
3 2 7 15.272;
3 2 8 15.272;
3 2 9 15.272;
3 2 10 15.272;
3 2 11 15.272;
3 2 12 15.272;
4 1 1 18.36;
4 1 2 18.36;
