###################################################
# Classe 18 : K = 4, M = 2, T = 12, N = 20
# Exemplo: 10.   c18ex10.dat          Semente: 5372
#-----------------------Dados----------------------
global K = 4
global M = 2
global T = 12
global N = 20

global L = [540, 460]

global l = [50, 51, 53, 66, 67, 71, 76, 95, 97, 100, 101, 101, 109, 116, 117, 124, 131, 136, 142, 144]

global Q1 = 1e5
global Q2 = 1e5

global rho = [2.0, 2.0, 2.0, 2.0]

global b = [1080.0 920.0; 1080.0 920.0; 1080.0 920.0; 1080.0 920.0]

global f = [51.84 44.16; 51.84 44.16; 51.84 44.16; 51.84 44.16]

global c_km = [34.56 21.16; 30.24 27.6; 45.36 25.76; 21.6 39.56]

global p_km = [4.182 2.56; 3.659 3.34; 5.489 3.117; 2.614 4.787]

global c_x = [
1 1 1 22.355;
1 1 2 22.355;
1 1 3 22.355;
1 1 4 22.355;
1 1 5 22.355;
1 1 6 22.355;
1 1 7 22.355;
1 1 8 22.355;
1 1 9 22.355;
1 1 10 22.355;
1 1 11 22.355;
1 1 12 22.355;
1 2 1 19.227;
1 2 2 19.227;
1 2 3 19.227;
1 2 4 19.227;
1 2 5 19.227;
1 2 6 19.227;
1 2 7 19.227;
1 2 8 19.227;
1 2 9 19.227;
1 2 10 19.227;
1 2 11 19.227;
1 2 12 19.227;
2 1 1 21.6;
2 1 2 21.6;
2 1 3 21.6;
2 1 4 21.6;
2 1 5 21.6;
2 1 6 21.6;
2 1 7 21.6;
2 1 8 21.6;
2 1 9 21.6;
2 1 10 21.6;
2 1 11 21.6;
2 1 12 21.6;
2 2 1 22.448;
2 2 2 22.448;
2 2 3 22.448;
2 2 4 22.448;
2 2 5 22.448;
2 2 6 22.448;
2 2 7 22.448;
2 2 8 22.448;
2 2 9 22.448;
2 2 10 22.448;
2 2 11 22.448;
2 2 12 22.448;
3 1 1 20.412;
3 1 2 20.412;
3 1 3 20.412;
3 1 4 20.412;
3 1 5 20.412;
3 1 6 20.412;
3 1 7 20.412;
3 1 8 20.412;
3 1 9 20.412;
3 1 10 20.412;
3 1 11 20.412;
3 1 12 20.412;
3 2 1 17.848;
3 2 2 17.848;
3 2 3 17.848;
3 2 4 17.848;
3 2 5 17.848;
3 2 6 17.848;
3 2 7 17.848;
3 2 8 17.848;
3 2 9 17.848;
3 2 10 17.848;
3 2 11 17.848;
3 2 12 17.848;
4 1 1 20.304;
4 1 2 20.304;
4 1 3 20.304;
4 1 4 20.304;
4 1 5 20.304;
4 1 6 20.304;
4 1 7 20.304;
4 1 8 20.304;
4 1 9 20.304;
4 1 10 20.304;
4 1 11 20.304;
4 1 12 20.304;
4 2 1 16.56;
4 2 2 16.56;
4 2 3 16.56;
4 2 4 16.56;
4 2 5 16.56;
4 2 6 16.56;
4 2 7 16.56;
4 2 8 16.56;
4 2 9 16.56;
4 2 10 16.56;
4 2 11 16.56;
4 2 12 16.56;
]

global c_z = [
1 1 1 0.782;
1 1 2 0.782;
1 1 3 0.782;
1 1 4 0.782;
1 1 5 0.782;
1 1 6 0.782;
1 1 7 0.782;
1 1 8 0.782;
1 1 9 0.782;
1 1 10 0.782;
1 1 11 0.782;
1 1 12 0.782;
1 2 1 0.846;
1 2 2 0.846;
1 2 3 0.846;
1 2 4 0.846;
1 2 5 0.846;
1 2 6 0.846;
1 2 7 0.846;
1 2 8 0.846;
1 2 9 0.846;
1 2 10 0.846;
1 2 11 0.846;
1 2 12 0.846;
2 1 1 0.929;
2 1 2 0.929;
2 1 3 0.929;
2 1 4 0.929;
2 1 5 0.929;
2 1 6 0.929;
2 1 7 0.929;
2 1 8 0.929;
2 1 9 0.929;
2 1 10 0.929;
2 1 11 0.929;
2 1 12 0.929;
2 2 1 0.718;
2 2 2 0.718;
2 2 3 0.718;
2 2 4 0.718;
2 2 5 0.718;
