###################################################
# Classe 20 : K = 6, M = 2, T = 8, N = 10
# Exemplo: 2.   Nome do arquivo: c20ex02.dat          Semente: 4837

global Q1 = 1e5
global Q2 = 1e5
#-----------------------Parâmetros----------------------
global K = 6 # Gramaturas
global M = 2 # Bobinas mestres (máquinas)
global T = 8 # Períodos
global N = 10 # Itens

global L = [540, 460] # Larguras das bobinas mestres

global l = [64, 83, 83, 86, 89, 91, 99, 110, 114, 138] # Larguras dos itens

global rho = [2.0, 2.0, 2.0, 2.0, 2.0, 2.0] # Peso específico da bobina mestre

global b = [1080.0 920.0; 1080.0 920.0; 1080.0 920.0; 1080.0 920.0; 1080.0 920.0; 1080.0 920.0] # Peso total da bobina mestre
#-----------------------Custos----------------------

# Custo de produção da bobina mestre
global c_x = [
1 1 1 20.196;
1 1 2 20.196;
1 1 3 20.196;
1 1 4 20.196;
1 1 5 20.196;
1 1 6 20.196;
1 1 7 20.196;
1 1 8 20.196;
1 2 1 17.572;
1 2 2 17.572;
1 2 3 17.572;
1 2 4 17.572;
1 2 5 17.572;
1 2 6 17.572;
1 2 7 17.572;
1 2 8 17.572;
2 1 1 25.164;
2 1 2 25.164;
2 1 3 25.164;
2 1 4 25.164;
2 1 5 25.164;
2 1 6 25.164;
2 1 7 25.164;
2 1 8 25.164;
2 2 1 20.976;
2 2 2 20.976;
2 2 3 20.976;
2 2 4 20.976;
2 2 5 20.976;
2 2 6 20.976;
2 2 7 20.976;
2 2 8 20.976;
3 1 1 25.812;
3 1 2 25.812;
3 1 3 25.812;
3 1 4 25.812;
3 1 5 25.812;
3 1 6 25.812;
3 1 7 25.812;
3 1 8 25.812;
3 2 1 16.283;
3 2 2 16.283;
3 2 3 16.283;
3 2 4 16.283;
3 2 5 16.283;
3 2 6 16.283;
3 2 7 16.283;
3 2 8 16.283;
4 1 1 23.868;
4 1 2 23.868;
4 1 3 23.868;
4 1 4 23.868;
4 1 5 23.868;
4 1 6 23.868;
4 1 7 23.868;
4 1 8 23.868;
4 2 1 16.56;
4 2 2 16.56;
4 2 3 16.56;
4 2 4 16.56;
4 2 5 16.56;
4 2 6 16.56;
4 2 7 16.56;
4 2 8 16.56;
5 1 1 23.22;
5 1 2 23.22;
5 1 3 23.22;
5 1 4 23.22;
5 1 5 23.22;
5 1 6 23.22;
