###################################################
# Classe 4 : K = 2, M = 2, T = 10, N = 5
# Exemplo: 8.   c4ex08.dat          Semente: 4203
#-----------------------Dados----------------------
global K = 2
global M = 2
global T = 10
global N = 5

global L = [540, 460]

global l = [64, 118, 124, 130, 148]

global Q1 = 1e5
global Q2 = 1e5

global rho = [2.0, 2.0]

global b = [1080.0 920.0; 1080.0 920.0]

global f = [21.6 18.4; 21.6 18.4]

global c_km = [29.16 28.52; 23.76 45.08]

global p_km = [4.316 4.221; 3.516 6.672]

global c_x = [
1 1 1 17.712;
1 1 2 17.712;
1 1 3 17.712;
1 1 4 17.712;
1 1 5 17.712;
1 1 6 17.712;
1 1 7 17.712;
1 1 8 17.712;
1 1 9 17.712;
1 1 10 17.712;
1 2 1 17.296;
1 2 2 17.296;
1 2 3 17.296;
1 2 4 17.296;
1 2 5 17.296;
1 2 6 17.296;
1 2 7 17.296;
1 2 8 17.296;
1 2 9 17.296;
1 2 10 17.296;
2 1 1 23.003;
2 1 2 23.003;
2 1 3 23.003;
2 1 4 23.003;
2 1 5 23.003;
2 1 6 23.003;
2 1 7 23.003;
2 1 8 23.003;
2 1 9 23.003;
2 1 10 23.003;
2 2 1 22.632;
2 2 2 22.632;
2 2 3 22.632;
2 2 4 22.632;
2 2 5 22.632;
2 2 6 22.632;
2 2 7 22.632;
2 2 8 22.632;
2 2 9 22.632;
2 2 10 22.632;
]

global c_z = [
1 1 1 0.868;
1 1 2 0.868;
1 1 3 0.868;
1 1 4 0.868;
1 1 5 0.868;
1 1 6 0.868;
1 1 7 0.868;
1 1 8 0.868;
1 1 9 0.868;
1 1 10 0.868;
1 2 1 0.536;
1 2 2 0.536;
1 2 3 0.536;
1 2 4 0.536;
1 2 5 0.536;
1 2 6 0.536;
1 2 7 0.536;
1 2 8 0.536;
1 2 9 0.536;
1 2 10 0.536;
2 1 1 1.15;
2 1 2 1.15;
2 1 3 1.15;
2 1 4 1.15;
2 1 5 1.15;
2 1 6 1.15;
2 1 7 1.15;
2 1 8 1.15;
2 1 9 1.15;
2 1 10 1.15;
2 2 1 1.132;
2 2 2 1.132;
2 2 3 1.132;
2 2 4 1.132;
2 2 5 1.132;
2 2 6 1.132;
2 2 7 1.132;
2 2 8 1.132;
2 2 9 1.132;
2 2 10 1.132;
]

global c_y = [
1 1 1 2.303;
1 1 2 2.303;
1 1 3 2.303;
1 1 4 2.303;
1 1 5 2.303;
1 1 6 2.303;
1 1 7 2.303;
1 1 8 2.303;
1 1 9 2.303;
1 1 10 2.303;
1 2 1 2.076;
1 2 2 2.076;
1 2 3 2.076;
1 2 4 2.076;
1 2 5 2.076;
1 2 6 2.076;
1 2 7 2.076;
1 2 8 2.076;
1 2 9 2.076;
1 2 10 2.076;
2 1 1 3.45;
2 1 2 3.45;
2 1 3 3.45;
2 1 4 3.45;
2 1 5 3.45;
2 1 6 3.45;
2 1 7 3.45;
2 1 8 3.45;
2 1 9 3.45;
2 1 10 3.45;
2 2 1 3.395;
2 2 2 3.395;
2 2 3 3.395;
2 2 4 3.395;
2 2 5 3.395;
2 2 6 3.395;
2 2 7 3.395;
2 2 8 3.395;
2 2 9 3.395;
2 2 10 3.395;
]

global c_sc = [
1 1 1 0.083;
1 1 2 0.083;
1 1 3 0.083;
1 1 4 0.083;
1 1 5 0.083;
1 1 6 0.083;
1 1 7 0.083;
1 1 8 0.083;
1 1 9 0.083;
1 1 10 0.083;
1 2 1 0.079;
1 2 2 0.079;
1 2 3 0.079;
1 2 4 0.079;
1 2 5 0.079;
1 2 6 0.079;
1 2 7 0.079;
1 2 8 0.079;
1 2 9 0.079;
1 2 10 0.079;
2 1 1 0.145;
2 1 2 0.145;
2 1 3 0.145;
2 1 4 0.145;
2 1 5 0.145;
2 1 6 0.145;
2 1 7 0.145;
2 1 8 0.145;
2 1 9 0.145;
2 1 10 0.145;
2 2 1 0.126;
2 2 2 0.126;
2 2 3 0.126;
2 2 4 0.126;
2 2 5 0.126;
2 2 6 0.126;
2 2 7 0.126;
2 2 8 0.126;
2 2 9 0.126;
2 2 10 0.126;
]

global c_w = [
1 1 1 0.195;
1 1 2 0.195;
1 1 3 0.195;
1 1 4 0.195;
1 1 5 0.195;
1 1 6 0.195;
1 1 7 0.195;
1 1 8 0.195;
1 1 9 0.195;
1 1 10 0.195;
1 2 1 0.398;
1 2 2 0.398;
1 2 3 0.398;
1 2 4 0.398;
1 2 5 0.398;
1 2 6 0.398;
1 2 7 0.398;
1 2 8 0.398;
1 2 9 0.398;
1 2 10 0.398;
