###################################################
# Classe 18 : K = 4, M = 2, T = 12, N = 20
# Exemplo: 2.   Nome do arquivo: c18ex02.dat          Semente: 5000

global Q1 = 1e5
global Q2 = 1e5
#-----------------------Parâmetros----------------------
global K = 4 # Gramaturas
global M = 2 # Bobinas mestres (máquinas)
global T = 12 # Períodos
global N = 20 # Itens

global L = [540, 460] # Larguras das bobinas mestres

global l = [56, 56, 58, 66, 72, 80, 80, 84, 89, 90, 91, 93, 93, 101, 115, 117, 128, 137, 138, 149] # Larguras dos itens

global rho = [2.0, 2.0, 2.0, 2.0] # Peso específico da bobina mestre

global b = [1080.0 920.0; 1080.0 920.0; 1080.0 920.0; 1080.0 920.0] # Peso total da bobina mestre
#-----------------------Custos----------------------

# Custo de produção da bobina mestre
global c_x = [
1 1 1 23.976;
1 1 2 23.976;
1 1 3 23.976;
1 1 4 23.976;
1 1 5 23.976;
1 1 6 23.976;
1 1 7 23.976;
1 1 8 23.976;
1 1 9 23.976;
1 1 10 23.976;
1 1 11 23.976;
1 1 12 23.976;
1 2 1 16.652;
1 2 2 16.652;
1 2 3 16.652;
1 2 4 16.652;
1 2 5 16.652;
1 2 6 16.652;
1 2 7 16.652;
1 2 8 16.652;
1 2 9 16.652;
1 2 10 16.652;
1 2 11 16.652;
1 2 12 16.652;
2 1 1 21.168;
2 1 2 21.168;
2 1 3 21.168;
2 1 4 21.168;
2 1 5 21.168;
2 1 6 21.168;
2 1 7 21.168;
2 1 8 21.168;
2 1 9 21.168;
2 1 10 21.168;
2 1 11 21.168;
2 1 12 21.168;
2 2 1 20.791;
2 2 2 20.791;
2 2 3 20.791;
2 2 4 20.791;
2 2 5 20.791;
2 2 6 20.791;
2 2 7 20.791;
2 2 8 20.791;
2 2 9 20.791;
2 2 10 20.791;
2 2 11 20.791;
2 2 12 20.791;
3 1 1 26.892;
3 1 2 26.892;
3 1 3 26.892;
3 1 4 26.892;
3 1 5 26.892;
3 1 6 26.892;
3 1 7 26.892;
3 1 8 26.892;
3 1 9 26.892;
3 1 10 26.892;
3 1 11 26.892;
3 1 12 26.892;
3 2 1 16.836;
3 2 2 16.836;
3 2 3 16.836;
3 2 4 16.836;
3 2 5 16.836;
3 2 6 16.836;
3 2 7 16.836;
3 2 8 16.836;
3 2 9 16.836;
3 2 10 16.836;
